index,id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,values,count
,,,,,,,,12,4565
,,,,,,,,13,5361
,,,,,,,,255,5315163
241.0,223037.0,ET2023A3030521,222712.0,Ethiopia,Amhara,North Shewa (AM),Menze Keya Gabriel,1,1583
,,,,,,,,2,9764
,,,,,,,,3,50597
,,,,,,,,5,236
,,,,,,,,11,49101
,,,,,,,,12,1633
,,,,,,,,13,1099
,,,,,,,,255,5427468
507.0,223303.0,ET2023A3040802,222729.0,Ethiopia,Oromia,Arsi,Aseko,1,275
,,,,,,,,2,3799
,,,,,,,,3,74896
,,,,,,,,11,64540
,,,,,,,,12,1008
,,,,,,,,13,1379
,,,,,,,,255,3616332
526.0,223322.0,ET2023A3040821,222729.0,Ethiopia,Oromia,Arsi,Lude Hitosa,1,501
,,,,,,,,2,10971
,,,,,,,,3,116185
,,,,,,,,5,818
,,,,,,,,11,95244
,,,,,,,,12,4156
,,,,,,,,13,7381
,,,,,,,,255,6188511
37.0,222833.0,ET2023A3010301,222697.0,Ethiopia,Tigray,East Tigray,Gulo Mekeda,1,9842
,,,,,,,,2,44515
,,,,,,,,3,10808
,,,,,,,,4,2
,,,,,,,,5,265
,,,,,,,,11,52862
,,,,,,,,12,1178
,,,,,,,,255,6183076
753.0,223549.0,ET2023A3050407,222747.0,Ethiopia,Somali,Erer,Lagahida,1,1005
,,,,,,,,2,54
,,,,,,,,11,866
,,,,,,,,255,11044672
307.0,223103.0,ET2023A3030908,222716.0,Ethiopia,Amhara,Awi,Ayehu Guwagusa,1,1117
,,,,,,,,2,9693
,,,,,,,,3,76822
,,,,,,,,11,68283
,,,,,,,,12,3873
,,,,,,,,13,5390
,,,,,,,,255,6355241
561.0,223357.0,ET2023A3041010,222731.0,Ethiopia,Oromia,East Hararge,Goro Gutu,1,979
,,,,,,,,2,34894
,,,,,,,,3,105073
,,,,,,,,5,2382
,,,,,,,,11,118444
,,,,,,,,12,3629
,,,,,,,,13,6782
,,,,,,,,14,2164
,,,,,,,,21,92
,,,,,,,,255,3570516
208.0,223004.0,ET2023A3030420,222711.0,Ethiopia,Amhara,South Wollo,Legehida,1,2168
,,,,,,,,2,21991
,,,,,,,,3,85915
,,,,,,,,11,86630
,,,,,,,,12,3195
,,,,,,,,13,2311
,,,,,,,,255,5183742
955.0,223751.0,ET2023A3171701,222771.0,Ethiopia,South West Ethiopia,Dawro,Tocha,1,66
,,,,,,,,2,1569
,,,,,,,,3,54510
,,,,,,,,5,634
,,,,,,,,11,46229
,,,,,,,,12,1554
,,,,,,,,255,4557718
665.0,223461.0,ET2023A3041803,222739.0,Ethiopia,Oromia,Kelem,Dale Wabera,1,86
,,,,,,,,2,3951
,,,,,,,,3,50449
,,,,,,,,5,397
,,,,,,,,11,42590
,,,,,,,,12,2409
,,,,,,,,13,1202
,,,,,,,,255,7074321
525.0,223321.0,ET2023A3040820,222729.0,Ethiopia,Oromia,Arsi,Sire,1,929
,,,,,,,,2,6577
,,,,,,,,3,88634
,,,,,,,,5,465
,,,,,,,,11,72746
,,,,,,,,12,2624
,,,,,,,,13,2550
,,,,,,,,22,30
,,,,,,,,255,4807321
967.0,223763.0,ET2023A3171801,222772.0,Ethiopia,South West Ethiopia,West Omo,Gachit,2,591
,,,,,,,,3,29599
,,,,,,,,11,25939
,,,,,,,,255,4733466
1075.0,223871.0,ET2023A3190102,222786.0,Ethiopia,Central Ethiopia,Gurage,Abeshege,1,172
,,,,,,,,2,3863
,,,,,,,,3,58504
,,,,,,,,4,5
,,,,,,,,5,2973
,,,,,,,,11,54132
,,,,,,,,12,1078
,,,,,,,,13,2844
,,,,,,,,21,106
,,,,,,,,255,5233041
1048.0,223844.0,ET2023A3181505,222779.0,Ethiopia,South Ethiopia,Gofa,Gezei Gofa,1,15
,,,,,,,,2,1449
,,,,,,,,3,58962
,,,,,,,,5,352
,,,,,,,,11,48725
,,,,,,,,12,997
,,,,,,,,13,19
,,,,,,,,255,4822035
373.0,223169.0,ET2023A3040107,222722.0,Ethiopia,Oromia,West Wellega,Ayira,1,75
,,,,,,,,2,2297
,,,,,,,,3,45565
,,,,,,,,5,935
,,,,,,,,11,37380
,,,,,,,,12,2251
,,,,,,,,13,516
,,,,,,,,255,4919815
964.0,223760.0,ET2023A3171710,222771.0,Ethiopia,South West Ethiopia,Dawro,Zabagazo,1,45
,,,,,,,,2,3922
,,,,,,,,3,50638
,,,,,,,,11,44864
,,,,,,,,12,432
,,,,,,,,13,667
,,,,,,,,255,4642899
498.0,223294.0,ET2023A3040709,222728.0,Ethiopia,Oromia,East Shewa,Bishoftu town,1,33092
,,,,,,,,2,107641
,,,,,,,,3,175232
,,,,,,,,4,27
,,,,,,,,5,7516
,,,,,,,,11,110141
,,,,,,,,12,39580
,,,,,,,,13,106690
,,,,,,,,14,1333
,,,,,,,,21,1289
,,,,,,,,22,1024
,,,,,,,,23,4988
,,,,,,,,24,193
,,,,,,,,255,4043600
228.0,223024.0,ET2023A3030508,222712.0,Ethiopia,Amhara,North Shewa (AM),Eferatana Gidem,1,947
,,,,,,,,2,13802
,,,,,,,,3,104729
,,,,,,,,5,1640
,,,,,,,,11,95046
,,,,,,,,12,3111
,,,,,,,,13,1596
,,,,,,,,255,5960609
50.0,222846.0,ET2023A3010314,222697.0,Ethiopia,Tigray,East Tigray,Tsaeda Emba,1,8946
,,,,,,,,2,41012
,,,,,,,,3,28068
,,,,,,,,5,153
,,,,,,,,11,66193
,,,,,,,,21,88
,,,,,,,,255,6070178
471.0,223267.0,ET2023A3040603,222727.0,Ethiopia,Oromia,North Shewa (OR),Hidabu Abote,1,1260
,,,,,,,,2,7756
,,,,,,,,3,77156
,,,,,,,,5,1119
,,,,,,,,11,65445
,,,,,,,,12,2819
,,,,,,,,13,2147
,,,,,,,,255,3860842
495.0,223291.0,ET2023A3040706,222728.0,Ethiopia,Oromia,East Shewa,Ada'a,1,215
,,,,,,,,2,8058
,,,,,,,,3,108605
,,,,,,,,5,489
,,,,,,,,11,92747
,,,,,,,,21,18
,,,,,,,,255,12546259
467.0,223263.0,ET2023A3040594,222726.0,Ethiopia,Oromia,West Shewa,Meta Walkite,1,675
,,,,,,,,2,6656
,,,,,,,,3,54164
,,,,,,,,11,49394
,,,,,,,,12,918
,,,,,,,,13,1500
,,,,,,,,255,3728007
115.0,222911.0,ET2023A3020210,222703.0,Ethiopia,Afar,Kilbati,Wasama,1,7736
,,,,,,,,2,859
,,,,,,,,3,46
,,,,,,,,5,3
,,,,,,,,11,7059
,,,,,,,,255,5704193
510.0,223306.0,ET2023A3040805,222729.0,Ethiopia,Oromia,Arsi,Dodota,1,662
,,,,,,,,2,13233
,,,,,,,,3,48409
,,,,,,,,4,2
,,,,,,,,5,175
,,,,,,,,11,48574
,,,,,,,,12,1455
,,,,,,,,13,1178
,,,,,,,,21,108
,,,,,,,,22,134
,,,,,,,,23,67
,,,,,,,,255,7960279
1000.0,223796.0,ET2023A3180606,222775.0,Ethiopia,South Ethiopia,Wolayita,Kindo Koyesha,1,236
,,,,,,,,2,5621
,,,,,,,,3,86731
,,,,,,,,5,251
,,,,,,,,11,77525
,,,,,,,,12,108
,,,,,,,,255,2467310
651.0,223447.0,ET2023A3041705,222738.0,Ethiopia,Oromia,West Arsi,Kore,1,1451
,,,,,,,,2,6192
,,,,,,,,3,110684
,,,,,,,,11,94883
,,,,,,,,12,3168
,,,,,,,,13,5101
,,,,,,,,255,6711772
758.0,223554.0,ET2023A3050499,222747.0,Ethiopia,Somali,Erer,Wangey,1,1474
,,,,,,,,2,23
,,,,,,,,11,1243
,,,,,,,,255,7002790
1107.0,223903.0,ET2023A3191404,222788.0,Ethiopia,Central Ethiopia,Alaba,Wera Djo,1,1961
,,,,,,,,2,20315
,,,,,,,,3,83692
,,,,,,,,4,1
,,,,,,,,5,1
,,,,,,,,11,85917
,,,,,,,,12,123
,,,,,,,,21,41
,,,,,,,,255,5828909
1092.0,223888.0,ET2023A3190206,222787.0,Ethiopia,Central Ethiopia,Hadiya,Soro,1,535
,,,,,,,,2,4127
,,,,,,,,3,138262
,,,,,,,,11,113841
,,,,,,,,12,4952
,,,,,,,,13,806
,,,,,,,,255,4912345
234.0,223030.0,ET2023A3030514,222712.0,Ethiopia,Amhara,North Shewa (AM),Assagirt,1,898
,,,,,,,,2,7410
,,,,,,,,3,58402
,,,,,,,,5,8
,,,,,,,,11,54816
,,,,,,,,12,1312
,,,,,,,,13,1038
,,,,,,,,255,5171730
372.0,223168.0,ET2023A3040106,222722.0,Ethiopia,Oromia,West Wellega,Boji Dirmeji,1,125
,,,,,,,,2,3004
,,,,,,,,3,36881
,,,,,,,,5,965
,,,,,,,,11,31524
,,,,,,,,12,2086
,,,,,,,,13,830
,,,,,,,,255,5183617
302.0,223098.0,ET2023A3030903,222716.0,Ethiopia,Amhara,Awi,Ankasha,1,72
,,,,,,,,2,2475
,,,,,,,,3,86158
,,,,,,,,11,75704
,,,,,,,,255,3547938
427.0,223223.0,ET2023A3040406,222725.0,Ethiopia,Oromia,Jimma,Mena (Jimma),1,96
,,,,,,,,2,3337
,,,,,,,,3,118243
,,,,,,,,5,2913
,,,,,,,,11,100588
,,,,,,,,12,2200
,,,,,,,,13,2033
,,,,,,,,255,3662515
42.0,222838.0,ET2023A3010306,222697.0,Ethiopia,Tigray,East Tigray,Kelete Awelallo,1,1807
,,,,,,,,2,39545
,,,,,,,,3,29225
,,,,,,,,4,1
,,,,,,,,5,162
,,,,,,,,11,59079
,,,,,,,,21,9
,,,,,,,,255,4412712
28.0,222824.0,ET2023A3010214,222696.0,Ethiopia,Tigray,Central Tigray,Rama,1,8980
,,,,,,,,2,29878
,,,,,,,,3,13516
,,,,,,,,4,4
,,,,,,,,5,843
,,,,,,,,11,38525
,,,,,,,,12,1957
,,,,,,,,13,3744
,,,,,,,,255,3565634
23.0,222819.0,ET2023A3010209,222696.0,Ethiopia,Tigray,Central Tigray,Naeder,1,2923
,,,,,,,,2,17388
,,,,,,,,3,26709
,,,,,,,,4,1
,,,,,,,,11,39085
,,,,,,,,12,530
,,,,,,,,13,441
,,,,,,,,21,42
,,,,,,,,255,3398219
756.0,223552.0,ET2023A3050497,222747.0,Ethiopia,Somali,Erer,Qubi,1,503
,,,,,,,,2,187
,,,,,,,,11,584
,,,,,,,,255,3800748
947.0,223743.0,ET2023A3171101,222770.0,Ethiopia,South West Ethiopia,Bench Sheko,Sheko,1,4
,,,,,,,,2,1981
,,,,,,,,3,31081
,,,,,,,,5,660
,,,,,,,,11,27345
,,,,,,,,12,129
,,,,,,,,13,397
,,,,,,,,255,4037106
482.0,223278.0,ET2023A3040615,222727.0,Ethiopia,Oromia,North Shewa (OR),Jida,1,373
,,,,,,,,2,15936
,,,,,,,,3,58678
,,,,,,,,5,441
,,,,,,,,11,59754
,,,,,,,,12,906
,,,,,,,,13,1320
,,,,,,,,21,162
,,,,,,,,255,7157032
1033.0,223829.0,ET2023A3181018,222776.0,Ethiopia,South Ethiopia,Gamo,Garda Marta,1,85
,,,,,,,,2,8995
,,,,,,,,3,38477
,,,,,,,,11,38227
,,,,,,,,255,4888107
1077.0,223873.0,ET2023A3190104,222786.0,Ethiopia,Central Ethiopia,Gurage,Gedebano Gutazer Welene,1,252
,,,,,,,,2,4025
,,,,,,,,3,89429
,,,,,,,,5,5
,,,,,,,,11,79550
,,,,,,,,12,971
,,,,,,,,13,122
,,,,,,,,255,2828085
76.0,222872.0,ET2023A3010508,222699.0,Ethiopia,Tigray,West Tigray,Korarit,1,1037
,,,,,,,,2,4156
,,,,,,,,3,3678
,,,,,,,,4,2
,,,,,,,,5,68
,,,,,,,,11,7299
,,,,,,,,21,503
,,,,,,,,255,4403586
461.0,223257.0,ET2023A3040518,222726.0,Ethiopia,Oromia,West Shewa,Jibat,1,150
,,,,,,,,2,1862
,,,,,,,,3,54528
,,,,,,,,5,998
,,,,,,,,11,48633
,,,,,,,,12,2397
,,,,,,,,13,540
,,,,,,,,255,4619670
935.0,223731.0,ET2023A3170906,222769.0,Ethiopia,South West Ethiopia,Keffa,Tullo,2,441
,,,,,,,,3,26583
,,,,,,,,5,582
,,,,,,,,11,22829
,,,,,,,,12,889
,,,,,,,,255,3246000
301.0,223097.0,ET2023A3030902,222716.0,Ethiopia,Amhara,Awi,Banja,1,41
,,,,,,,,2,3534
,,,,,,,,3,89865
,,,,,,,,5,1849
,,,,,,,,11,84476
,,,,,,,,12,315
,,,,,,,,13,303
,,,,,,,,255,6163139
330.0,223126.0,ET2023A3031111,222718.0,Ethiopia,Amhara,Central Gondar,East Dembia,1,1581
,,,,,,,,2,24231
,,,,,,,,3,69178
,,,,,,,,5,594
,,,,,,,,11,75700
,,,,,,,,12,1556
,,,,,,,,13,1827
,,,,,,,,255,5702475
196.0,222992.0,ET2023A3030408,222711.0,Ethiopia,Amhara,South Wollo,Albuko,1,315
,,,,,,,,2,13191
,,,,,,,,3,86210
,,,,,,,,11,81426
,,,,,,,,12,1598
,,,,,,,,13,1260
,,,,,,,,255,5262133
603.0,223399.0,ET2023A3041306,222734.0,Ethiopia,Oromia,South West Shewa,Sebeta Hawas,1,782
,,,,,,,,2,12294
,,,,,,,,3,82710
,,,,,,,,4,12
,,,,,,,,5,1017
,,,,,,,,11,72637
,,,,,,,,12,1998
,,,,,,,,13,2582
,,,,,,,,21,18
,,,,,,,,255,6554382
499.0,223295.0,ET2023A3040710,222728.0,Ethiopia,Oromia,East Shewa,Bora (OR),1,1334
,,,,,,,,2,19127
,,,,,,,,3,67649
,,,,,,,,5,660
,,,,,,,,11,65848
,,,,,,,,12,2306
,,,,,,,,13,3898
,,,,,,,,255,6948918
394.0,223190.0,ET2023A3040205,222723.0,Ethiopia,Oromia,East Wellega,Boneya Boshe,1,12
,,,,,,,,2,2005
,,,,,,,,3,55672
,,,,,,,,4,1
,,,,,,,,11,48370
,,,,,,,,12,1461
,,,,,,,,13,1385
,,,,,,,,255,3999557
673.0,223469.0,ET2023A3041811,222739.0,Ethiopia,Oromia,Kelem,Lalo Kile,2,2297
,,,,,,,,3,37497
,,,,,,,,5,234
,,,,,,,,11,32115
,,,,,,,,12,1195
,,,,,,,,255,4627332
1082.0,223878.0,ET2023A3190112,222786.0,Ethiopia,Central Ethiopia,Gurage,Muhur Na Aklil,1,382
,,,,,,,,2,4240
,,,,,,,,3,94596
,,,,,,,,11,88719
,,,,,,,,21,4
,,,,,,,,255,5861758
657.0,223453.0,ET2023A3041711,222738.0,Ethiopia,Oromia,West Arsi,Shashemene town,1,29256
,,,,,,,,2,121558
,,,,,,,,3,184691
,,,,,,,,4,5
,,,,,,,,5,7312
,,,,,,,,11,113482
,,,,,,,,12,30758
,,,,,,,,13,107007
,,,,,,,,21,4
,,,,,,,,23,1176
,,,,,,,,255,4935011
474.0,223270.0,ET2023A3040606,222727.0,Ethiopia,Oromia,North Shewa (OR),Gerar Jarso,1,229
,,,,,,,,2,18802
,,,,,,,,3,78596
,,,,,,,,4,1
,,,,,,,,5,369
,,,,,,,,11,81096
,,,,,,,,12,1256
,,,,,,,,13,596
,,,,,,,,255,6281988
19.0,222815.0,ET2023A3010205,222696.0,Ethiopia,Tigray,Central Tigray,Laelay Maychew,1,4547
,,,,,,,,2,39403
,,,,,,,,3,43452
,,,,,,,,4,4
,,,,,,,,5,145
,,,,,,,,11,73699
,,,,,,,,12,250
,,,,,,,,13,364
,,,,,,,,21,21
,,,,,,,,255,7479627
845.0,223641.0,ET2023A3120200,222760.0,Ethiopia,Gambela,Agniwak,Gambela National Park,3,353
,,,,,,,,11,289
,,,,,,,,255,4059118
374.0,223170.0,ET2023A3040108,222722.0,Ethiopia,Oromia,West Wellega,Jarso (West Wellega),1,58
,,,,,,,,2,2415
,,,,,,,,3,40943
,,,,,,,,5,394
,,,,,,,,11,33723
,,,,,,,,12,1699
,,,,,,,,13,330
,,,,,,,,21,463
,,,,,,,,255,3061065
524.0,223320.0,ET2023A3040819,222729.0,Ethiopia,Oromia,Arsi,Guna,1,855
,,,,,,,,2,5245
,,,,,,,,3,92723
,,,,,,,,5,905
,,,,,,,,11,79704
,,,,,,,,12,2726
,,,,,,,,13,931
,,,,,,,,255,7053124
618.0,223414.0,ET2023A3041411,222735.0,Ethiopia,Oromia,Gujii,Ana Sora,1,297
,,,,,,,,2,2111
,,,,,,,,3,53162
,,,,,,,,5,673
,,,,,,,,11,46218
,,,,,,,,12,952
,,,,,,,,13,760
,,,,,,,,255,2961752
599.0,223395.0,ET2023A3041302,222734.0,Ethiopia,Oromia,South West Shewa,Wenchi,1,265
,,,,,,,,2,6433
,,,,,,,,3,98703
,,,,,,,,5,1550
,,,,,,,,11,95701
,,,,,,,,12,1166
,,,,,,,,13,1003
,,,,,,,,255,3334871
40.0,222836.0,ET2023A3010304,222697.0,Ethiopia,Tigray,East Tigray,Ganta Afeshum,1,6554
,,,,,,,,2,50633
,,,,,,,,3,31718
,,,,,,,,5,92
,,,,,,,,11,73015
,,,,,,,,12,738
,,,,,,,,13,537
,,,,,,,,255,4828967
161.0,222957.0,ET2023A3030212,222709.0,Ethiopia,Amhara,South Gondar,Guna Begemider,1,415
,,,,,,,,2,11980
,,,,,,,,3,74321
,,,,,,,,5,292
,,,,,,,,11,69400
,,,,,,,,12,4019
,,,,,,,,13,606
,,,,,,,,255,10081970
380.0,223176.0,ET2023A3040114,222722.0,Ethiopia,Oromia,West Wellega,Haru,1,25
,,,,,,,,2,1500
,,,,,,,,3,48624
,,,,,,,,5,913
,,,,,,,,11,44554
,,,,,,,,255,4740805
1019.0,223815.0,ET2023A3181004,222776.0,Ethiopia,South Ethiopia,Gamo,Boreda,1,367
,,,,,,,,2,6468
,,,,,,,,3,75415
,,,,,,,,5,1021
,,,,,,,,11,65086
,,,,,,,,12,2234
,,,,,,,,13,441
,,,,,,,,255,3913296
243.0,223039.0,ET2023A3030523,222712.0,Ethiopia,Amhara,North Shewa (AM),Siya Debirna Wayu,1,1672
,,,,,,,,2,24373
,,,,,,,,3,87137
,,,,,,,,5,427
,,,,,,,,11,89469
,,,,,,,,12,2471
,,,,,,,,13,3960
,,,,,,,,255,4639996
1088.0,223884.0,ET2023A3190202,222787.0,Ethiopia,Central Ethiopia,Hadiya,Gombora,1,298
,,,,,,,,2,3112
,,,,,,,,3,94928
,,,,,,,,11,85330
,,,,,,,,255,4026981
601.0,223397.0,ET2023A3041304,222734.0,Ethiopia,Oromia,South West Shewa,Dawo,1,288
,,,,,,,,2,10205
,,,,,,,,3,90736
,,,,,,,,5,717
,,,,,,,,11,80438
,,,,,,,,12,2950
,,,,,,,,13,1643
,,,,,,,,255,4809499
560.0,223356.0,ET2023A3041009,222731.0,Ethiopia,Oromia,East Hararge,Meta,1,879
,,,,,,,,2,24817
,,,,,,,,3,137961
,,,,,,,,5,1878
,,,,,,,,11,138862
,,,,,,,,12,5099
,,,,,,,,13,5079
,,,,,,,,255,4986854
828.0,223624.0,ET2023A3060308,222756.0,Ethiopia,Benishangul Gumuz,Asosa,Undulu,2,176
,,,,,,,,3,23507
,,,,,,,,5,53
,,,,,,,,11,17257
,,,,,,,,255,2732681
32.0,222828.0,ET2023A3010218,222696.0,Ethiopia,Tigray,Central Tigray,Endafelasi,1,3235
,,,,,,,,2,22810
,,,,,,,,3,24953
,,,,,,,,5,97
,,,,,,,,11,43262
,,,,,,,,255,3656203
16.0,222812.0,ET2023A3010202,222696.0,Ethiopia,Tigray,Central Tigray,Aheferom,1,5307
,,,,,,,,2,36936
,,,,,,,,3,40618
,,,,,,,,5,423
,,,,,,,,11,69299
,,,,,,,,12,79
,,,,,,,,255,5218984
108.0,222904.0,ET2023A3020203,222703.0,Ethiopia,Afar,Kilbati,Abaala,1,4770
,,,,,,,,2,664
,,,,,,,,3,20
,,,,,,,,11,4507
,,,,,,,,255,3131971
685.0,223481.0,ET2023A3041911,222740.0,Ethiopia,Oromia,Horo Guduru,Choman Guduru,1,28
,,,,,,,,2,1588
,,,,,,,,3,37103
,,,,,,,,5,938
,,,,,,,,11,34520
,,,,,,,,12,463
,,,,,,,,13,254
,,,,,,,,255,2205171
118.0,222914.0,ET2023A3020303,222704.0,Ethiopia,Afar,Gabi,Gewane,1,5435
,,,,,,,,2,3057
,,,,,,,,3,675
,,,,,,,,5,414
,,,,,,,,11,7506
,,,,,,,,12,251
,,,,,,,,13,278
,,,,,,,,255,6660985
457.0,223253.0,ET2023A3040514,222726.0,Ethiopia,Oromia,West Shewa,Meta Robi,1,128
,,,,,,,,2,6894
,,,,,,,,3,68939
,,,,,,,,11,62411
,,,,,,,,12,2582
,,,,,,,,13,814
,,,,,,,,255,4941509
59.0,222855.0,ET2023A3010405,222698.0,Ethiopia,Tigray,South Tigray,Endamehoni,1,602
,,,,,,,,2,18215
,,,,,,,,3,35474
,,,,,,,,5,391
,,,,,,,,11,42970
,,,,,,,,12,193
,,,,,,,,13,391
,,,,,,,,255,2490668
612.0,223408.0,ET2023A3041402,222735.0,Ethiopia,Oromia,Gujii,Bore,1,616
,,,,,,,,2,4002
,,,,,,,,3,66810
,,,,,,,,5,1102
,,,,,,,,11,56858
,,,,,,,,12,3010
,,,,,,,,13,2253
,,,,,,,,255,5246650
223.0,223019.0,ET2023A3030503,222712.0,Ethiopia,Amhara,North Shewa (AM),Ensaro,1,1969
,,,,,,,,2,14069
,,,,,,,,3,62257
,,,,,,,,5,568
,,,,,,,,11,61472
,,,,,,,,12,1489
,,,,,,,,13,2499
,,,,,,,,14,420
,,,,,,,,255,4510830
255.0,223051.0,ET2023A3030603,222713.0,Ethiopia,Amhara,East Gojam,Goncha Siso Enebse,1,525
,,,,,,,,2,11806
,,,,,,,,3,106087
,,,,,,,,4,1
,,,,,,,,5,417
,,,,,,,,11,100283
,,,,,,,,12,863
,,,,,,,,13,753
,,,,,,,,255,2174808
518.0,223314.0,ET2023A3040813,222729.0,Ethiopia,Oromia,Arsi,Tena,1,148
,,,,,,,,2,6183
,,,,,,,,3,78868
,,,,,,,,11,68932
,,,,,,,,12,1415
,,,,,,,,13,2255
,,,,,,,,255,3370898
1096.0,223892.0,ET2023A3190210,222787.0,Ethiopia,Central Ethiopia,Hadiya,Gibe,1,986
,,,,,,,,2,4941
,,,,,,,,3,108202
,,,,,,,,5,7
,,,,,,,,11,89979
,,,,,,,,12,4360
,,,,,,,,13,3424
,,,,,,,,21,17
,,,,,,,,255,2209270
559.0,223355.0,ET2023A3041008,222731.0,Ethiopia,Oromia,East Hararge,Kersa (East Hararge),1,2147
,,,,,,,,2,45060
,,,,,,,,3,95106
,,,,,,,,5,1322
,,,,,,,,11,127376
,,,,,,,,12,2041
,,,,,,,,13,3915
,,,,,,,,255,2749776
462.0,223258.0,ET2023A3040519,222726.0,Ethiopia,Oromia,West Shewa,Ifata,1,626
,,,,,,,,2,4623
,,,,,,,,3,57981
,,,,,,,,11,51812
,,,,,,,,12,1955
,,,,,,,,13,874
,,,,,,,,255,4578929
298.0,223094.0,ET2023A3030808,222715.0,Ethiopia,Amhara,Wag Himra,Tsagbeji,1,159
,,,,,,,,2,8381
,,,,,,,,3,36841
,,,,,,,,4,1
,,,,,,,,11,37625
,,,,,,,,255,3907122
1013.0,223809.0,ET2023A3180619,222775.0,Ethiopia,South Ethiopia,Wolayita,Hobicha Abaya,1,2596
,,,,,,,,2,11614
,,,,,,,,3,36326
,,,,,,,,11,41775
,,,,,,,,255,3166511
417.0,223213.0,ET2023A3040316,222724.0,Ethiopia,Oromia,Ilubabor,Hurumu,1,5
,,,,,,,,2,1376
,,,,,,,,3,29196
,,,,,,,,5,423
,,,,,,,,11,25444
,,,,,,,,12,251
,,,,,,,,255,10544455
193.0,222989.0,ET2023A3030405,222711.0,Ethiopia,Amhara,South Wollo,Thehulederie,1,489
,,,,,,,,2,11487
,,,,,,,,3,120912
,,,,,,,,5,1576
,,,,,,,,11,105566
,,,,,,,,12,2842
,,,,,,,,13,3339
,,,,,,,,14,73
,,,,,,,,255,2757000
686.0,223482.0,ET2023A3041912,222740.0,Ethiopia,Oromia,Horo Guduru,Horo Buluk,1,182
,,,,,,,,2,2038
,,,,,,,,3,46389
,,,,,,,,5,789
,,,,,,,,11,40956
,,,,,,,,12,2309
,,,,,,,,13,787
,,,,,,,,255,2728306
320.0,223116.0,ET2023A3031005,222717.0,Ethiopia,Amhara,Oromia,Dewa Harewa,1,1142
,,,,,,,,2,10715
,,,,,,,,3,37307
,,,,,,,,11,37450
,,,,,,,,12,613
,,,,,,,,13,866
,,,,,,,,255,2536538
464.0,223260.0,ET2023A3040521,222726.0,Ethiopia,Oromia,West Shewa,Welmera,1,745
,,,,,,,,2,9514
,,,,,,,,3,88400
,,,,,,,,11,83095
,,,,,,,,255,8026773
268.0,223064.0,ET2023A3030616,222713.0,Ethiopia,Amhara,East Gojam,Senan,1,1712
,,,,,,,,2,6860
,,,,,,,,3,110228
,,,,,,,,5,876
,,,,,,,,11,99055
,,,,,,,,12,2451
,,,,,,,,13,3028
,,,,,,,,255,3345201
606.0,223402.0,ET2023A3041309,222734.0,Ethiopia,Oromia,South West Shewa,Becho (SW Shewa),1,758
,,,,,,,,2,20568
,,,,,,,,3,76862
,,,,,,,,5,1953
,,,,,,,,11,68075
,,,,,,,,12,3903
,,,,,,,,13,11671
,,,,,,,,255,3968053
453.0,223249.0,ET2023A3040509,222726.0,Ethiopia,Oromia,West Shewa,Tikur Enchini,1,80
,,,,,,,,2,2620
,,,,,,,,3,70485
,,,,,,,,5,1248
,,,,,,,,11,63400
,,,,,,,,12,1574
,,,,,,,,13,2299
,,,,,,,,255,2837490
81.0,222877.0,ET2023A3010604,222700.0,Ethiopia,Tigray,Southeast Tigray,Degua Temben,1,1172
,,,,,,,,2,21466
,,,,,,,,3,39600
,,,,,,,,5,97
,,,,,,,,11,52397
,,,,,,,,12,3
,,,,,,,,255,6041458
731.0,223527.0,ET2023A3050283,222745.0,Ethiopia,Somali,Fafan,Tuliguled,1,2847
,,,,,,,,2,17912
,,,,,,,,3,10721
,,,,,,,,5,1
,,,,,,,,11,23475
,,,,,,,,255,11321496
938.0,223734.0,ET2023A3170909,222769.0,Ethiopia,South West Ethiopia,Keffa,Chena,1,1
,,,,,,,,2,612
,,,,,,,,3,46183
,,,,,,,,5,952
,,,,,,,,11,40751
,,,,,,,,255,3487078
609.0,223405.0,ET2023A3041312,222734.0,Ethiopia,Oromia,South West Shewa,Goro (SW Shewa),1,128
,,,,,,,,2,3515
,,,,,,,,3,52302
,,,,,,,,4,2
,,,,,,,,5,1226
,,,,,,,,11,47629
,,,,,,,,12,1607
,,,,,,,,13,1065
,,,,,,,,255,4381057
536.0,223332.0,ET2023A3040903,222730.0,Ethiopia,Oromia,West Hararge,Tulo (OR),1,588
,,,,,,,,2,18996
,,,,,,,,3,138909
,,,,,,,,4,1
,,,,,,,,5,1551
,,,,,,,,11,131861
,,,,,,,,12,2113
,,,,,,,,13,4788
,,,,,,,,255,6008341
610.0,223406.0,ET2023A3041314,222734.0,Ethiopia,Oromia,South West Shewa,Sodo Daci,1,269
,,,,,,,,2,14024
,,,,,,,,3,91010
,,,,,,,,5,1140
,,,,,,,,11,88905
,,,,,,,,12,206
,,,,,,,,255,4301131
484.0,223280.0,ET2023A3040617,222727.0,Ethiopia,Oromia,North Shewa (OR),Aleltu,1,1376
,,,,,,,,2,16205
,,,,,,,,3,52532
,,,,,,,,4,1
,,,,,,,,5,763
,,,,,,,,11,55590
,,,,,,,,12,1440
,,,,,,,,13,3257
,,,,,,,,255,3479811
957.0,223753.0,ET2023A3171703,222771.0,Ethiopia,South West Ethiopia,Dawro,Loma,1,982
,,,,,,,,2,4633
,,,,,,,,3,54058
,,,,,,,,5,749
,,,,,,,,11,50593
,,,,,,,,12,479
,,,,,,,,255,5502887
