id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,topo_diversity_mean,topo_diversity_sd,topo_diversity_sum
223516,ET2023A3050105,222744,Ethiopia,Somali,Sitti,Afdem,0.21102944317224392,0.20580006104011325,7562.662154963706
223563,ET2023A3050597,222748,Ethiopia,Somali,Korahe,Higloley,0.09514311629741405,0.10788828374391378,3432.763636010699
223602,ET2023A3051005,222753,Ethiopia,Somali,Nogob,Sagag,0.10365457784203266,0.09767194688166593,3771.4718147823587
222902,ET2023A3020201,222703,Ethiopia,Afar,Kilbati,Erebti,0.3972341000646757,0.27068866504028266,14709.181491294876
223629,ET2023A3060401,222757,Ethiopia,Benishangul Gumuz,Kemashi,Zayi,0.5069704693792668,0.2579192676336055,18672.736328177154
223494,ET2023A3042207,222742,Ethiopia,Oromia,East Borena,Liben,0.27852613847274715,0.2047491466493825,10217.73138987273
223365,ET2023A3041018,222731,Ethiopia,Oromia,East Hararge,Meyu Muleke,0.3618989603981069,0.21669638838902014,13413.061169235036
223869,ET2023A3182508,222785,Ethiopia,South Ethiopia,South Omo (Pas),Nyngatom,0.05285691136707505,0.06279726094935349,1946.667188738007
223383,ET2023A3041207,222733,Ethiopia,Oromia,Borena,Yabelo,0.24973558072013471,0.18646452814431386,9209.249274635687
223544,ET2023A3050394,222746,Ethiopia,Somali,Jarar,Burqod,0.14044677473834802,0.10994255952370399,5238.383804190904
223513,ET2023A3050102,222744,Ethiopia,Somali,Sitti,Dembel,0.1332336200854287,0.11447188891390844,5037.829642670229
223385,ET2023A3041211,222733,Ethiopia,Oromia,Borena,Dire,0.2275041139853127,0.24127576831791842,8553.927181733772
223537,ET2023A3050303,222746,Ethiopia,Somali,Jarar,Aware,0.06225485059517549,0.06291280571306909,2394.6328281434253
223582,ET2023A3050798,222750,Ethiopia,Somali,Dollo,Lehel-Yucub,0.03912883484823433,0.014940819234322028,1501.9211968146265
222928,ET2023A3020406,222705,Ethiopia,Afar,Fanti,Mabay,0.20651632394678424,0.16447804856538237,8114.645916840993
223596,ET2023A3050904,222752,Ethiopia,Somali,Liben,Guradamole,0.290394774072263,0.1927265296520133,11400.608435302973
222896,ET2023A3020108,222702,Ethiopia,Afar,Awusi,Kori,0.2930327340055801,0.17116464182893387,11881.598265724257
223525,ET2023A3050206,222745,Ethiopia,Somali,Fafan,Kebribeyah,0.0647662661961093,0.05212854121988161,2604.5753950765356
222906,ET2023A3020205,222703,Ethiopia,Afar,Kilbati,Berahile,0.31950495312023275,0.2826093930389718,13279.584366536234
