admin_0,admin_1,admin_2,admin_3,night_time_mean,night_time_sd,night_time_sum
Ethiopia,Oromia,East Shewa,Mojo town,1.6670369093962994e+38,1.701064448318925e+38,1.9967768100748873e+42
Ethiopia,Oromia,Bale,Robe town,1.2456653143711629e+38,1.6392367393323614e+38,1.019826192875671e+42
Ethiopia,Oromia,West Shewa,Holeta town,1.6120721114311132e+38,1.6990645419845308e+38,2.0784445732681343e+42
Ethiopia,Addis Ababa,Region 14,Yeka,1.333607649507307e+38,1.6611809178623464e+38,1.5169787013145617e+42
Ethiopia,Oromia,Ilubabor,Metu town,1.4617674188316841e+38,1.684450203609493e+38,1.581632347175882e+42
Ethiopia,South West Ethiopia,Konta,Amaya town,1.9265693720859082e+38,1.6864477233207107e+38,1.8154063193165515e+42
Ethiopia,South Ethiopia,Wolayita,Bayera Koisha,2.8617375985365174e+38,1.2443656102848514e+38,3.980963173324149e+42
Ethiopia,Tigray,Mekele,Hadnet Sub City,1.8383159652082225e+38,1.6958947836177286e+38,2.3874209440159185e+42
Ethiopia,Amhara,East Gojam,Debre Markos town,1.118330632559017e+38,1.5983799035052575e+38,1.0661045920185109e+42
Ethiopia,Addis Ababa,Region 14,Bole,1.1932643493327677e+38,1.623757408642671e+38,1.42714416180199e+42
Ethiopia,South West Ethiopia,Keffa,Shishinda town,2.4462139458524235e+38,1.5297292407033002e+38,3.1125626247026235e+42
Ethiopia,Amhara,North Shewa (AM),Tulefa town,2.812769640635174e+38,1.2882878123348676e+38,2.4850819775011763e+42
Ethiopia,Afar,Gabi,Awash town,1.3107821878734532e+38,1.6559620901969101e+38,1.626549616932168e+42
Ethiopia,Sidama,Sidama,Chirone,2.620652862606526e+38,1.4317114345563805e+38,2.104646313959301e+42
Ethiopia,Tigray,Northwest Tigray,Sheraro town,2.83463831693634e+38,1.2690939270763969e+38,2.914858581305638e+42
Ethiopia,Afar,Gabi,Werer,2.3092466644143917e+38,1.5891313923751715e+38,3.5848745218369015e+42
Ethiopia,Afar,Awusi,Samera Logiya town,2.4607108063898086e+38,1.5225855651777095e+38,4.4039341301958405e+42
Ethiopia,Somali,Shebelle,Godey town,1.2892935848987374e+38,1.6507454430324499e+38,1.8480734245938502e+42
Ethiopia,Central Ethiopia,Kembata,Adilo,2.5766827275704938e+38,1.4590073928004643e+38,3.9619073619123915e+42
Ethiopia,Amhara,North Wollo,Woldiya town,1.9534380306754753e+38,1.682642157805008e+38,2.128466078223998e+42
Ethiopia,South Ethiopia,Gamo,Ezo/Kogota,2.8991083793447893e+38,1.20843892259456e+38,2.9631786745283093e+42
Ethiopia,Oromia,East Wellega,Nekemte town,1.5383905273202693e+38,1.6935837659476765e+38,2.411580990627254e+42
Ethiopia,Oromia,West Shewa,Ambo town,9.5621884200738e+37,1.5295389634698897e+38,1.3553445866612604e+42
Ethiopia,Addis Ababa,Region 14,Lemi Kura,1.4243246795012707e+38,1.6786973075936685e+38,2.592270916692313e+42
Ethiopia,Oromia,West Wellega,Homa,3.005657269599659e+38,1.092586594558059e+38,2.20434904152439e+42
Ethiopia,Oromia,Jimma,Jimma town,1.6335306584431733e+38,1.7000570712586248e+38,3.2959748095407905e+42
Ethiopia,Sidama,Sidama,Hawela,2.431144408833427e+38,1.536974986116476e+38,6.799181568184445e+42
Ethiopia,Oromia,Shager City,Mana Abichu,1.9998031897200656e+38,1.6750416187417677e+38,5.451663475495871e+42
Ethiopia,Central Ethiopia,Kembata,Kediada Gambela,1.7551891449650705e+38,1.700561635410095e+38,2.7154531261754603e+42
Ethiopia,South West Ethiopia,Dawro,Tercha Zuriya,2.4217608699146025e+38,1.5413951495543015e+38,3.2541200809042515e+42
Ethiopia,Oromia,Shager City,Eka Tafo,1.7599444301996045e+38,1.700404601624769e+38,4.2307304157568293e+42
Ethiopia,Harari,Harari,Erer (HR),1.9443374859664544e+38,1.6839800962258654e+38,3.551526851866326e+42
Ethiopia,Amhara,Wag Himra,Sekota town,2.9283965768964482e+38,1.1786899843329246e+38,3.6651811556435943e+42
Ethiopia,Sidama,Sidama,Bura,2.4725082676545934e+38,1.5166449882508333e+38,3.870711693013266e+42
Ethiopia,Dire Dawa,Dire Dawa rural,Aseliso,1.9788790081781655e+38,1.6786345037433574e+38,4.285856155912271e+42
Ethiopia,Amhara,North Wollo,Gazo,3.3505091286344824e+38,4.18664144861419e+37,3.8138845411246315e+42
Ethiopia,Central Ethiopia,East Gurage,Misrak Meskan,2.764865267129928e+38,1.3281070992212562e+38,4.955191531750257e+42
Ethiopia,Amhara,South Gondar,Debre Tabor town,2.233916135686323e+38,1.6159334600070784e+38,3.885003551572084e+42
Ethiopia,Sidama,Sidama,Boricha,2.7881089604734158e+38,1.3091566071581662e+38,5.048428894729214e+42
Ethiopia,Amhara,Bahir Dar,Tis Abay town,2.9664543520135266e+38,1.137747361417464e+38,3.5392766873873387e+42
Ethiopia,Central Ethiopia,Silltie,Misirak Silti,3.236186391651106e+38,7.343491224201954e+37,1.0732164930632562e+43
Ethiopia,Sidama,Sidama,Dara Otilicho,1.9500495610731303e+38,1.683146195787066e+38,4.07794364211613e+42
Ethiopia,Somali,Korahe,Kebridehar town,1.2371143945994038e+38,1.6368353207396373e+38,1.525485759980525e+42
Ethiopia,Somali,Fafan,Wajale town,2.572515783636614e+38,1.4614990999469373e+38,2.800183430488454e+42
Ethiopia,Sidama,Sidama,Shafamo,2.791236055674073e+38,1.3065545652491875e+38,5.673187283157553e+42
Ethiopia,South West Ethiopia,West Omo,Maji Tum town,2.6207474322741434e+38,1.4316507109766434e+38,8.212374153774256e+42
Ethiopia,Tigray,West Tigray,Setit Humera town,3.0327139249553574e+38,1.0594509710474542e+38,1.0960834667573653e+43
Ethiopia,South West Ethiopia,Bench Sheko,Gidi Bench,1.9633549592201157e+38,1.6811268935401393e+38,2.6028196694381072e+42
Ethiopia,Sidama,Sidama,Chabe Gambeltu,2.945759864569827e+38,1.160344609925737e+38,6.993823070461684e+42
Ethiopia,Oromia,Shager City,Galan,1.76910182709461e+38,1.7000646861320132e+38,5.38939180606102e+42
Ethiopia,South Ethiopia,Gedeo,Dila Zuria,1.819692418202053e+38,1.697295367754034e+38,4.567609938928973e+42
Ethiopia,South Ethiopia,Gedeo,Bule,1.9661521847488902e+38,1.6806886621725613e+38,2.724300467188062e+42
Ethiopia,Addis Ababa,Region 14,Akaki - Kalit,1.367654376994312e+38,1.6683548522508923e+38,3.4092888309714206e+42
Ethiopia,Central Ethiopia,Silltie,Worabe town,2.161011832811503e+38,1.6381604421655203e+38,4.7023617481978303e+42
Ethiopia,South Ethiopia,Gamo,Bonke,2.6972857355178735e+38,1.3795060193193528e+38,5.5717831438592716e+42
Ethiopia,Sidama,Sidama,Teticha,2.523670616271444e+38,1.4895275140270494e+38,7.305521699982576e+42
Ethiopia,Central Ethiopia,Kembata,Doyogena,2.9019166975269677e+38,1.2056490851214723e+38,1.0339819384958338e+43
Ethiopia,Harari,Harari,Sofi,1.627307817000992e+38,1.6997971924469865e+38,3.90439964533048e+42
Ethiopia,Amhara,South Wollo,Kombolcha town,1.5583358646034855e+38,1.6953852605449467e+38,3.695126002147785e+42
Ethiopia,South Ethiopia,Gedeo,Wenago,2.2028909490449213e+38,1.6258291675061631e+38,5.263147055458126e+42
Ethiopia,Oromia,Shager City,Koye,1.5430442976405089e+38,1.6940252776160804e+38,4.678201701586495e+42
Ethiopia,Oromia,North Shewa (OR),Sendafa town,1.5131678758263319e+38,1.6909660363264101e+38,3.4246015365701544e+42
Ethiopia,Sidama,Sidama,Wonosho,2.2025149215530697e+38,1.6259451037659954e+38,5.190666915624119e+42
Ethiopia,Tigray,Mekele,Kuiha Sub City,2.050602964275263e+38,1.6651928927246245e+38,7.15886000858137e+42
Ethiopia,Amhara,North Shewa (AM),Debre Berhan town,2.0626467509293135e+38,1.662621769316878e+38,7.423259391919507e+42
Ethiopia,South Ethiopia,South Omo (Agr),Wub Ari,2.654117597899741e+38,1.4096642937942e+38,5.757577305123908e+42
Ethiopia,Oromia,Shager City,Sululta (Shager City),1.4352590180076055e+38,1.6804655956148672e+38,4.323287214042509e+42
Ethiopia,Sidama,Sidama,Dara,2.1959653484081234e+38,1.6279492029921872e+38,8.421307514610312e+42
Ethiopia,Central Ethiopia,Alaba,Atote Ulo,2.842708314598635e+38,1.2618415110926556e+38,5.4642539223214964e+42
Ethiopia,Somali,Erer,Salahad,3.2852763765053126e+38,6.21429543479896e+37,6.105686145735123e+42
Ethiopia,Central Ethiopia,Hadiya,Mirab Badowach,2.2846878518955287e+38,1.598308748395158e+38,5.122270163949775e+42
Ethiopia,Central Ethiopia,Gurage,Endiguagn,3.045217007599876e+38,1.043546486899794e+38,6.986336858835636e+42
Ethiopia,Oromia,Shager City,Galan Gudo,1.5397739757051434e+38,1.693716363857895e+38,5.034137036170396e+42
Ethiopia,Central Ethiopia,Silltie,Mierab Azenet Berbere,3.1221698455622133e+38,9.360813383363954e+37,1.044802917118939e+43
Ethiopia,Central Ethiopia,Kembata,Angacha,2.790422487521084e+38,1.3072327500497379e+38,6.020615559075491e+42
Ethiopia,Sidama,Sidama,Daella,2.0801271428178496e+38,1.6587273809634935e+38,5.1052560466178485e+42
Ethiopia,South Ethiopia,Gedeo,Kochere,2.5040028234048864e+38,1.50021646030082e+38,6.28229268364052e+42
Ethiopia,Sidama,Sidama,Bursa,2.6608018280380602e+38,1.4051236713393243e+38,9.057635502824361e+42
Ethiopia,Tigray,East Tigray,Bizet,3.3281280702489883e+38,4.985938673906733e+37,1.137121517761972e+43
Ethiopia,Sidama,Sidama,Hulla,2.3663194294662736e+38,1.5661097155952047e+38,7.431426168238832e+42
Ethiopia,Central Ethiopia,Kembata,Damboya,2.7475738957820314e+38,1.3417699562189842e+38,6.352390847048057e+42
Ethiopia,South Ethiopia,Wolayita,Kawo Koisha,1.967106413917953e+38,1.6805380752841852e+38,6.307133294945132e+42
Ethiopia,Sidama,Sidama,Chire,2.531238097713915e+38,1.485324910782489e+38,7.642060940808081e+42
Ethiopia,South Ethiopia,Wolayita,Damot Pullasa,2.1423126554547277e+38,1.6432918981708764e+38,4.460080717391198e+42
Ethiopia,Sidama,Sidama,Shebe Dino,2.2428405407297274e+38,1.6129651986991443e+38,8.36175810394857e+42
Ethiopia,South Ethiopia,Gedeo,Rape,2.6785888519731056e+38,1.39281253741396e+38,9.459168671857825e+42
Ethiopia,Sidama,Sidama,Hawasa town,1.862813999286915e+38,1.693738821172034e+38,7.819348043406755e+42
Ethiopia,Central Ethiopia,Silltie,Misrak Azenet Berbere,3.255566636262142e+38,6.923903690192682e+37,9.117865478179381e+42
Ethiopia,Tigray,South Tigray,Neqsege,3.3476306117185722e+38,4.298433317273098e+37,3.0958887897173356e+42
Ethiopia,Sidama,Sidama,Gorche,2.589874233315142e+38,1.4510121542294808e+38,8.017732651497017e+42
Ethiopia,Oromia,Shager City,Gefersa Guje,1.7376996199174784e+38,1.701024713260405e+38,7.177915819993128e+42
Ethiopia,Central Ethiopia,Hadiya,Misha,2.3965789198885207e+38,1.5529148297272904e+38,4.607422973485681e+42
Ethiopia,South Ethiopia,Gofa,O'yida,2.879672274820637e+38,1.2273972388302439e+38,5.0235882834246016e+42
Ethiopia,Central Ethiopia,Kembata,Hadero Tunto,2.415744222768021e+38,1.5441926629092116e+38,9.216547358704554e+42
Ethiopia,South Ethiopia,Wolayita,Damot Sore,2.6532064764590772e+38,1.4102796362906126e+38,1.0190435434784024e+43
Ethiopia,South Ethiopia,Gedeo,Churso,2.3263099260242185e+38,1.58249933157693e+38,6.450392162879953e+42
Ethiopia,Sidama,Sidama,Malga,2.4636480466461924e+38,1.5211172500166918e+38,9.563635352275854e+42
Ethiopia,South West Ethiopia,Dawro,Mari Mansa,2.701478171786794e+38,1.3764697614707024e+38,4.388281142250468e+42
Ethiopia,South West Ethiopia,Dawro,Mareka,2.8638711338171466e+38,1.2423727410665934e+38,8.69013056845475e+42
Ethiopia,Central Ethiopia,Kembata,Kacha Bira,2.0308763964792784e+38,1.669207872462571e+38,5.532310391649202e+42
Ethiopia,Dire Dawa,Dire Dawa rural,Wahil,2.2219394131006627e+38,1.6198311085712528e+38,7.748569315305941e+42
Ethiopia,Tigray,South Tigray,Bora (TG),3.3202421175269574e+38,5.236316191767048e+37,4.788453181897378e+42
Ethiopia,Central Ethiopia,Hadiya,Ameka,3.225530348253133e+38,7.56217120324379e+37,1.6950484533105038e+43
Ethiopia,Afar,Kilbati,Abaala town,2.8491310625063977e+38,1.2560024788849684e+38,4.675139160466748e+42
Ethiopia,South Ethiopia,Gedeo,Gedeb,2.2665993079188487e+38,1.6047943454600994e+38,7.120748385757855e+42
Ethiopia,Sidama,Sidama,Aleta Wendo,1.853635330060248e+38,1.6945884050123458e+38,5.616700413615557e+42
Ethiopia,Amhara,South Wollo,Dessie town,2.3731990922882147e+38,1.5631710175169565e+38,1.1436209105827678e+43
Ethiopia,Central Ethiopia,Gurage,Geta,2.9690957084936923e+38,1.1348036061850218e+38,6.58990792500175e+42
Ethiopia,Somali,Fafan,Gursum (SM),3.130273102154341e+38,9.236650226865278e+37,1.1423618659002052e+43
Ethiopia,Sidama,Sidama,Bona Zuria,2.749484538171487e+38,1.3402780611908033e+38,9.422758460767503e+42
Ethiopia,South West Ethiopia,Konta,Elahanchano,2.8597937386369064e+38,1.2461753549595367e+38,7.171790737753634e+42
Ethiopia,Sidama,Sidama,Wondo-Genet,1.4165196927259598e+38,1.6773903574076986e+38,5.73647979963232e+42
Ethiopia,South Ethiopia,Wolayita,Abela Abaya,3.1842018971350454e+38,8.34347179273272e+37,1.0958112408800545e+43
Ethiopia,Tigray,Central Tigray,Hahayle,3.329150518182856e+38,4.952457306067226e+37,6.535122467192947e+42
Ethiopia,Oromia,West Gujii,Birbirsa Kojowa,2.0485913620853203e+38,1.6656134578969819e+38,7.074810268961654e+42
Ethiopia,Central Ethiopia,Silltie,Mito,3.3273244388976654e+38,5.012082992854119e+37,1.265714216556672e+43
Ethiopia,Amhara,Bahir Dar,Bahir Dar town,1.591330319436926e+38,1.6978468624087215e+38,6.894120342896595e+42
Ethiopia,Oromia,Shager City,Sebeta,1.2528693458588538e+38,1.6412225969107611e+38,5.005213036706121e+42
Ethiopia,South Ethiopia,Wolayita,Damot Woide,2.578907505272986e+38,1.4576704208519575e+38,6.07642186392421e+42
Ethiopia,South West Ethiopia,Dawro,Kache,2.3595466133203727e+38,1.5689679300115916e+38,6.908752483802051e+42
Ethiopia,Oromia,East Shewa,Batu town,1.6798892777212187e+38,1.7012756007643435e+38,6.029122617741454e+42
Ethiopia,Oromia,East Hararge,Goro Muti,2.952645080383305e+38,1.1529167345145326e+38,6.581741148682425e+42
Ethiopia,Central Ethiopia,Hadiya,Duna,2.7639132547442146e+38,1.3288688432445826e+38,1.1144927417105097e+43
Ethiopia,Somali,Fafan,Jigjiga town,1.5032658301421129e+38,1.6898343371318643e+38,6.27072308385481e+42
Ethiopia,Central Ethiopia,Hadiya,Analemmo,3.138199571601223e+38,9.112862301422102e+37,6.501094232529094e+42
Ethiopia,Central Ethiopia,Hadiya,Mirab Soro,2.9643865484877065e+38,1.1400423245546638e+38,5.107638023044318e+42
Ethiopia,Sidama,Sidama,Arbegona,2.7010382381301277e+38,1.3767892854289902e+38,9.632712668643475e+42
Ethiopia,Central Ethiopia,Silltie,Lanfero,3.0055362442540088e+38,1.092731049021009e+38,9.542878129130903e+42
Ethiopia,Central Ethiopia,Gurage,Gumer,2.9715066882526088e+38,1.1321045406572773e+38,1.0533099757849022e+43
Ethiopia,Central Ethiopia,Kebena,Kebena,3.0480806406213147e+38,1.0398484214588534e+38,1.5858858765088638e+43
Ethiopia,Central Ethiopia,Hadiya,Misrak Badawacho,2.6449433581838994e+38,1.4158213017492567e+38,1.314034309779343e+43
Ethiopia,South Ethiopia,Wolayita,Damot Gale,2.864448733819296e+38,1.2418320421936937e+38,1.704031907261761e+43
Ethiopia,Somali,Jarar,Degahabur town,1.752295808245457e+38,1.700650668641746e+38,2.2792111577848663e+42
Ethiopia,Oromia,East Shewa,Akaki,2.3488719520157373e+38,1.5734030478193279e+38,8.687068027335003e+42
Ethiopia,Oromia,East Hararge,Kurfa Chele,3.28388914375313e+38,6.249537030143736e+37,1.5793864836880678e+43
Ethiopia,Oromia,South West Shewa,Ilu,2.856193591185381e+38,1.2495122033403437e+38,6.943121000812543e+42
Ethiopia,Oromia,Shager City,Kura Jida,2.0431124796812385e+38,1.6667460771499464e+38,1.3528264972961353e+43
Ethiopia,South Ethiopia,Gedeo,Yirgachefe,2.653425633558212e+38,1.4101317028406732e+38,1.522933642380736e+43
Ethiopia,Oromia,East Hararge,Haro Maya,2.6891261404203936e+38,1.3853599299822169e+38,1.3803553391391923e+43
Ethiopia,South Ethiopia,South Omo (Agr),Boko Dawula,2.6726424174328245e+38,1.3969655843419873e+38,1.487272052453018e+43
Ethiopia,Oromia,Gujii,Haro Walabu,2.7286139937761618e+38,1.3563397073365171e+38,1.168801804234019e+43
Ethiopia,South Ethiopia,Gamo,Gacho Baba,2.598279127988816e+38,1.445832203956298e+38,1.276092828129147e+43
Ethiopia,Central Ethiopia,Silltie,Alicho Woriro,3.1071811195329204e+38,9.584436959331943e+37,1.9083374281835337e+43
Ethiopia,South West Ethiopia,Bench Sheko,Semen Bench,2.2088629685494133e+38,1.6239751012809548e+38,1.14681956464117e+43
Ethiopia,South Ethiopia,Wolayita,Kindo Daddaye,1.7227517539589887e+38,1.7012778989216573e+38,1.0631101073680919e+43
Ethiopia,Sidama,Sidama,Bilate Zuria,2.826177425648446e+38,1.2765986146475401e+38,6.287396918840098e+42
Ethiopia,South Ethiopia,Wolayita,Boloso Bombe,1.9259940116110755e+38,1.6865244398069016e+38,6.440523974827436e+42
Ethiopia,Tigray,South Tigray,Selewa,3.3591835373518127e+38,3.8287665269699307e+37,1.0477293453000304e+43
Ethiopia,Sidama,Sidama,Darara,2.7910489119204264e+38,1.3067106430192406e+38,8.258992835263734e+42
Ethiopia,Central Ethiopia,East Gurage,Debub Sodo,3.2408998963868533e+38,7.244156826232559e+37,1.5439971196376608e+43
Ethiopia,Central Ethiopia,Silltie,Sankura,2.7484481492538955e+38,1.3410878529340308e+38,7.8135632435139e+42
Ethiopia,Tigray,South Tigray,Zata,3.4028234663852886e+38,0.0,1.5590375993590838e+43
Ethiopia,South Ethiopia,South Omo (Agr),North Ari,2.6832978404647174e+38,1.3894968723216661e+38,8.53530210073422e+42
Ethiopia,South Ethiopia,Konso,Kena,2.966932443107307e+38,1.137215555039011e+38,8.502634995456921e+42
Ethiopia,South Ethiopia,Gamo,Dita,2.9818692020204947e+38,1.1203707227380463e+38,1.539777618539343e+43
Ethiopia,Oromia,North Shewa (OR),Debre Libanos,3.1965763346261922e+38,8.119634846873705e+37,1.2836811244591863e+43
Ethiopia,Sidama,Sidama,Dale,1.9016318263229067e+38,1.689589831927414e+38,9.162442465589028e+42
Ethiopia,South Ethiopia,Wolayita,Boloso Sore,2.1335181045169837e+38,1.645626315329975e+38,9.580989751954419e+42
Ethiopia,Sidama,Sidama,Aleta Chuko,2.0304402145426064e+38,1.6692939059093624e+38,7.28136165337124e+42
Ethiopia,South Ethiopia,Gamo,Chencha Zuriya,2.6347824145950738e+38,1.4225403533622385e+38,1.0425570536311247e+43
Ethiopia,Oromia,West Wellega,Leta Sibu,2.57377836084921e+38,1.4607458207356642e+38,1.3868547319599882e+43
Ethiopia,Amhara,Central Gondar,Gonder town,2.1826162677570715e+38,1.6319448770593419e+38,1.0624975991441425e+43
Ethiopia,Amhara,Awi,Guagusa Shikudad,3.2669882272101006e+38,6.661622379162655e+37,1.2169857845180346e+43
Ethiopia,Sidama,Sidama,Hawassa Zuria,2.265733784319221e+38,1.6050989092445024e+38,9.311486133416704e+42
Ethiopia,Oromia,Gujii,Ana Jila,3.2265618732299624e+38,7.541345610630417e+37,1.3517035655522282e+43
Ethiopia,Somali,Afder,Raso,2.7868630813854205e+38,1.3101897788305643e+38,1.935560015914616e+43
Ethiopia,Oromia,Kelem,Sedi Chenka,3.1729843307395676e+38,8.539765664200623e+37,1.3627967700526442e+43
Ethiopia,Central Ethiopia,Mareko,Mareko,2.853210796265243e+38,1.2522622745058965e+38,1.0166275388172688e+43
Ethiopia,Central Ethiopia,Silltie,Dalocha,3.0263246477204768e+38,1.0674303980883074e+38,1.3506486902776488e+43
Ethiopia,Oromia,West Wellega,Gaji,3.2150358296102636e+38,7.770096399592117e+37,9.420376484341033e+42
Ethiopia,Oromia,Horo Guduru,Abay Chomen,3.1758964301497186e+38,8.489386104336419e+37,1.398220162337715e+43
Ethiopia,Oromia,West Wellega,Yubdo,3.2030082409270813e+38,8.000061336048243e+37,1.242575016985252e+43
Ethiopia,South Ethiopia,Wolayita,Ofa,2.3210589119777287e+38,1.5845627976414452e+38,1.142634091777516e+43
Ethiopia,Oromia,East Hararge,Kombolcha,2.233000216739239e+38,1.6162349983855162e+38,1.3181176979390054e+43
Ethiopia,Amhara,South Wollo,Argoba,3.377766341741816e+38,2.909245817072726e+37,1.3944770565246913e+43
Ethiopia,Oromia,East Hararge,Mekanisa Oromo,3.2820566775271648e+38,6.295740193141065e+37,1.5795225966267233e+43
Ethiopia,Oromia,Arsi,Inkolo Wabe,2.973864667773169e+38,1.1294535913985174e+38,9.997835626586616e+42
Ethiopia,Oromia,North Shewa (OR),Bereh,3.0491124920784e+38,1.0385107367496763e+38,4.0533072002195004e+43
Ethiopia,Oromia,West Shewa,Liban Jawi,3.314843826920759e+38,5.40035892116172e+37,1.8718591606238834e+43
Ethiopia,Central Ethiopia,Alaba,Wera,2.3430208691681147e+38,1.5757980842983685e+38,1.1915666932241365e+43
Ethiopia,Tigray,Central Tigray,Emba Sieneti,3.344849780505752e+38,4.403558452993192e+37,1.472469770374242e+43
Ethiopia,South Ethiopia,Wolayita,Humbo,3.1291696222437794e+38,9.253698158562578e+37,1.7836579763751767e+43
Ethiopia,Central Ethiopia,East Gurage,Meskan,2.8606976022681036e+38,1.24533455730079e+38,1.4497729378534522e+43
Ethiopia,Tigray,Central Tigray,Tahtay Mayechew,3.2997594096269024e+38,5.831694359984972e+37,1.379266435629949e+43
Ethiopia,Central Ethiopia,Gurage,Ezha,3.088995133370891e+38,9.845883370197792e+37,2.8747733208716195e+43
Ethiopia,Central Ethiopia,Gurage,Enor Ener,2.9105503193315727e+38,1.1969902945953868e+38,1.2664968659539406e+43
Ethiopia,Sidama,Sidama,Bensa,2.3867718508009157e+38,1.5572679265423704e+38,1.6851802652579865e+43
Ethiopia,Central Ethiopia,Silltie,Silti,3.0331653246596026e+38,1.0588834956974521e+38,1.9609110507391864e+43
Ethiopia,Central Ethiopia,Tembaro,Tembaro,2.198380869741027e+38,1.6272134350367052e+38,8.695915368347605e+42
Ethiopia,Dire Dawa,Dire Dawa rural,Jeldessa,3.3978428500823497e+38,1.3008978243484314e+37,1.7410886548106968e+43
Ethiopia,Oromia,North Shewa (OR),Yaya Gulele,3.2108063184953285e+38,7.851941617870931e+37,1.0315999620693641e+43
Ethiopia,Oromia,East Wellega,Gobu Seyo,2.9811150773913912e+38,1.1212320173327827e+38,1.245569501635671e+43
Ethiopia,Oromia,West Wellega,Boji Chekorsa,2.9377796848556606e+38,1.168843947644935e+38,1.9022123459440402e+43
Ethiopia,Tigray,South Tigray,Emba Alaje,3.232111136572226e+38,7.428063154948206e+37,8.665289957150137e+42
Ethiopia,Oromia,Horo Guduru,Jimma Rare,2.979840781174911e+38,1.1226847532236076e+38,1.0106725977510946e+43
Ethiopia,Oromia,North Shewa (OR),Mulo,2.839734817270826e+38,1.2645245913387115e+38,7.717263339415196e+42
Ethiopia,Oromia,West Shewa,Ejersa Lafo,3.227613835215976e+38,7.520033441582302e+37,1.1051349771779502e+43
Ethiopia,Tigray,East Tigray,Geraleta,3.3957778456088733e+38,1.546782562001285e+37,1.6400588260937175e+43
Ethiopia,Somali,Fafan,Babile (SM),3.342071689372134e+38,4.505960430748516e+37,1.8850621156734583e+43
Ethiopia,Afar,Kilbati,Kunneba,3.392786255890205e+38,1.8453755665228753e+37,1.6563243222630392e+43
Ethiopia,Sidama,Sidama,Hokko,2.9860122926513203e+38,1.1156178953763937e+38,2.283941082403142e+43
Ethiopia,Dire Dawa,Dire Dawa rural,Biyoawale,2.5509245399900807e+38,1.4741539529278273e+38,1.600654130352976e+43
Ethiopia,Oromia,Buno Bedele,Dega,3.1696809285283446e+38,8.596437959258783e+37,1.3666079323349958e+43
Ethiopia,Central Ethiopia,Hadiya,Lemmo,2.8012698153937786e+38,1.298119441678015e+38,1.9710854929036784e+43
Ethiopia,Oromia,Horo Guduru,Horo,3.216048634100401e+38,7.750335116974903e+37,2.2810146542220505e+43
Ethiopia,Central Ethiopia,Hadiya,Shashogo,2.950458704316331e+38,1.1552850513065346e+38,1.2042592247537536e+43
Ethiopia,Oromia,East Hararge,Maya town,1.4161618741033637e+38,1.6773295453592722e+38,8.598934899555624e+42
Ethiopia,Oromia,Gujii,Dama,2.8327644057031012e+38,1.2707647367821647e+38,1.2646593412820925e+43
Ethiopia,South Ethiopia,Gamo,Daramalo,2.2223904775063457e+38,1.6196860911358464e+38,1.0703921495861564e+43
Ethiopia,Afar,Gabi,Arguba,3.3944951880933262e+38,1.6813774289899507e+37,3.1206273163179566e+43
Ethiopia,South Ethiopia,Wolayita,Sodo Zuria,2.3829760590841335e+38,1.5589329541444935e+38,2.1901932959042272e+43
Ethiopia,Oromia,East Shewa,Adama,3.087160430004749e+38,9.871688989879854e+37,6.547712914018572e+43
Ethiopia,Tigray,Central Tigray,Tanqua Melashe,3.3331180277754693e+38,4.820129189807935e+37,1.0413660654178899e+43
Ethiopia,Tigray,Central Tigray,Ahsea,3.3730063289742554e+38,3.17133084365712e+37,1.2510480474165514e+43
Ethiopia,Amhara,North Shewa (AM),Antsokiya,3.0166931969093633e+38,1.0792759411053335e+38,1.9069422705623157e+43
Ethiopia,South Ethiopia,Konso,Segen Zuria,2.9708611511896846e+38,1.132828345775552e+38,1.6920539686600848e+43
Ethiopia,Oromia,Ilubabor,Halu /Huka,2.9041790916499358e+38,1.2033921086974382e+38,8.091914203064216e+42
Ethiopia,Oromia,West Wellega,Lalo Asabi,2.867408840912637e+38,1.2390531185684532e+38,1.8531776597934282e+43
Ethiopia,Oromia,West Arsi,Shashemene,2.8240088129968895e+38,1.2785060352851601e+38,4.111869792075991e+43
Ethiopia,Amhara,North Shewa (AM),Menze Lalo Midir,3.392583979649949e+38,1.863821843904385e+37,3.100448573162292e+43
Ethiopia,Oromia,West Shewa,Cheliya,3.2173454745123417e+38,7.724938690850968e+37,2.683330472652783e+43
Ethiopia,Oromia,Ilubabor,Bilo Nopha,2.2092469407000726e+38,1.6238550698450537e+38,8.147039943219658e+42
Ethiopia,South West Ethiopia,Dawro,Gena,2.5649683234255967e+38,1.4659713166739771e+38,1.450079191965427e+43
Ethiopia,Oromia,East Wellega,Wayu Tuka,3.088089035083701e+38,9.858640607435372e+37,2.3284500133434614e+43
Ethiopia,Central Ethiopia,Silltie,Hulbareg,2.8218009851223694e+38,1.2804412559762159e+38,5.785820739894906e+42
Ethiopia,Oromia,Arsi,Diksis,3.013146437503327e+38,1.0835838460186473e+38,1.882101659257703e+43
Ethiopia,Tigray,Northwest Tigray,Selekleka,3.3544499740803426e+38,4.028231125550037e+37,2.607447509352391e+43
Ethiopia,Amhara,East Gojam,Bibugn,3.386645373066484e+38,2.3407149523845653e+37,2.4646650367028645e+43
Ethiopia,South Ethiopia,Gamo,Kucha Alpha,1.99556829939608e+38,1.6757905001535848e+38,1.6049757161552852e+43
Ethiopia,Oromia,West Hararge,Goba Koricha,3.378599519836958e+38,2.86082180809547e+37,3.4076554757075557e+43
