admin_0,admin_1,admin_2,admin_3,night_time_mean,night_time_sd,night_time_sum
Ethiopia,Afar,Gabi,Hanruka,3.3499335054147824e+38,4.209249961159105e+37,6.118821044315371e+43
Ethiopia,Oromia,Kelem,Gidami,2.0553038114861634e+38,1.6642001931158077e+38,6.804864283373309e+43
Ethiopia,Somali,Nogob,Dihun,3.1779530204764428e+38,8.453565595604617e+37,6.343067110750161e+43
Ethiopia,Somali,Shebelle,Danan,2.5382836168571654e+38,1.4813667122550694e+38,4.879342596684529e+43
Ethiopia,Somali,Daawa,Qada Duma,2.9856081969545116e+38,1.1160830293070105e+38,1.0179580427926255e+44
Ethiopia,Gambela,Nuer,Akobo,1.7335557452680386e+38,1.7011080648604588e+38,4.488834575682153e+43
Ethiopia,Oromia,West Arsi,Adaba,2.9734754109128053e+38,1.1298919796470174e+38,7.23702286360424e+43
Ethiopia,Benishangul Gumuz,Metekel,Debati,2.2825187884243784e+38,1.5990986449264161e+38,9.147810324683571e+43
Ethiopia,Afar,Mahi,Sibaybi,3.3880367076547116e+38,2.2382600690364127e+37,8.389320974026291e+43
Ethiopia,Tigray,West Tigray,Tsegede (TG),3.1027089879420106e+38,9.649704087056182e+37,1.5612800600234317e+44
Ethiopia,Gambela,Itang,Itang,2.16132471787158e+38,1.6380726273182493e+38,6.407074220152868e+43
Ethiopia,Oromia,East Bale,Gololcha Bale,3.1183152845189518e+38,9.41905628014026e+37,7.434999132878536e+43
Ethiopia,Afar,Awusi,Mile,3.3650875427251544e+38,3.563491077888988e+37,5.959670990792531e+43
Ethiopia,Oromia,Gujii,Saba Boru,2.803671883734621e+38,1.2960804166303791e+38,6.350961661192175e+43
Ethiopia,Somali,Shebelle,Ferfer,2.3963803165753083e+38,1.553003719878575e+38,8.425697156881949e+43
Ethiopia,Afar,Fanti,Awra (AF),3.4006680071679673e+38,8.56154261865242e+36,6.979224957790891e+43
Ethiopia,Somali,Erer,Hamero,3.2305430204307337e+38,7.460290827006558e+37,8.882151896662872e+43
Ethiopia,Somali,Shebelle,Gode,2.5977690331707814e+38,1.4461484974308487e+38,1.5029522629861215e+44
Ethiopia,Afar,Awusi,Adar,3.38076178954085e+38,2.731030466488352e+37,6.653744893231138e+43
Ethiopia,Afar,Mahi,Kilalu,3.400235398910736e+38,9.380852115742748e+36,6.437767687819664e+43
Ethiopia,Oromia,Borena,Dubluk,2.7637471379804178e+38,1.3290016454391598e+38,3.918827616827954e+43
Ethiopia,Somali,Shebelle,Berocano,2.58637921987028e+38,1.4531463908942784e+38,5.219080491568436e+43
Ethiopia,Amhara,Awi,Guangua,2.2970362036609822e+38,1.5937482160068164e+38,4.661766064243854e+43
Ethiopia,Oromia,East Bale,Ginir,3.3426952451502002e+38,4.483194388177575e+37,1.9715550825420396e+44
Ethiopia,Afar,Kilbati,Dalol,3.350353810186187e+38,4.1927546144011226e+37,1.3199824451985845e+44
Ethiopia,Somali,Nogob,Horshagah,3.2262563469781113e+38,7.547521378936581e+37,7.405258455782329e+43
Ethiopia,Somali,Korahe,Goglo,2.5873585373025516e+38,1.4525495331082653e+38,2.7181753849485685e+43
Ethiopia,Oromia,East Borena,Gora Dola,3.1929778542784917e+38,8.185550636789912e+37,1.6340766624398122e+44
Ethiopia,Somali,Korahe,Kebridehar,2.8412302724453447e+38,1.26317678233153e+38,1.2221750903042722e+44
Ethiopia,Oromia,Borena,Guchi,3.135816930915264e+38,9.150320292710684e+37,1.2844807879737868e+44
Ethiopia,South Ethiopia,South Omo (Pas),Dasenech /Kuraz,3.0108046501885342e+38,1.0864124791103022e+38,7.898123406653574e+43
Ethiopia,Somali,Nogob,Elwayne,2.5605319299955475e+38,1.4685756273651481e+38,4.972988298479452e+43
Ethiopia,Benishangul Gumuz,Kemashi,Sedal,2.650033884307636e+38,1.412415625890468e+38,3.0193797068991287e+44
Ethiopia,Somali,Jarar,Gunagado,3.1468735341474364e+38,8.974642432019933e+37,1.0662236908398344e+44
Ethiopia,Tigray,West Tigray,Welkait,3.163229348073516e+38,8.705694381665353e+37,1.2872983258039538e+44
Ethiopia,Oromia,West Hararge,Burqua Dhintu,3.2525307421778996e+38,6.991650061396073e+37,1.5389609409074106e+44
Ethiopia,Somali,Korahe,Debeweyin,2.252501264913626e+38,1.6096900987063156e+38,9.59398853759601e+43
Ethiopia,Oromia,Borena,Miyo,2.4487482659138852e+38,1.5284927192190976e+38,4.841469171503661e+43
Ethiopia,Somali,Afder,Kohle /Qoxle,2.7246363468152475e+38,1.3593429574329178e+38,8.812972495591259e+43
Ethiopia,Oromia,East Borena,Gumi Idalo,2.9092720802159735e+38,1.1982801291577362e+38,8.115938136736896e+43
Ethiopia,South West Ethiopia,Bench Sheko,Gurafereda,2.394721829744396e+38,1.5537448297146472e+38,1.0431049082092128e+44
Ethiopia,Somali,Sitti,Afdem,3.3909327639927125e+38,2.007998314986155e+37,2.1940759174793728e+44
Ethiopia,Somali,Korahe,Higloley,2.060383549387644e+38,1.6631118786850333e+38,7.147120267622341e+43
Ethiopia,Somali,Nogob,Sagag,3.3575260131344136e+38,3.899838171239321e+37,1.3342606924635372e+44
Ethiopia,Afar,Kilbati,Erebti,3.399258155253678e+38,1.1008820527260816e+37,1.4567078920779454e+44
Ethiopia,Benishangul Gumuz,Kemashi,Zayi,2.7519035421533678e+38,1.338382921720097e+38,3.763478517117066e+44
Ethiopia,Oromia,East Borena,Liben,3.05150875929121e+38,1.0353935995385557e+38,1.2418297986461136e+44
Ethiopia,Oromia,East Hararge,Meyu Muleke,3.2872766454227325e+38,6.163070387420973e+37,7.54048666033648e+43
Ethiopia,South Ethiopia,South Omo (Pas),Nyngatom,3.111848605745492e+38,9.51561723898634e+37,8.705987725808105e+43
Ethiopia,Oromia,Borena,Yabelo,2.669474988887124e+38,1.3991623990158547e+38,5.332836880049697e+43
Ethiopia,Somali,Jarar,Burqod,3.1626212299940757e+38,8.715897499987622e+37,8.202131655140436e+43
Ethiopia,Somali,Sitti,Dembel,3.301550820318358e+38,5.782359273670963e+37,4.669218247635238e+43
Ethiopia,Oromia,Borena,Dire,2.873983815547343e+38,1.232832753267029e+38,6.96323168749888e+43
Ethiopia,Somali,Jarar,Aware,3.2795154352055216e+38,6.359171263135233e+37,7.094444560362697e+43
Ethiopia,Somali,Dollo,Lehel-Yucub,2.940145249019237e+38,1.1663366420607244e+38,8.406845514878175e+43
Ethiopia,Afar,Fanti,Mabay,3.3988709514672746e+38,1.1590551384674774e+37,9.51007491091495e+43
Ethiopia,Somali,Liben,Guradamole,3.3301498599586106e+38,4.919491846364713e+37,8.27202564913999e+43
Ethiopia,Afar,Awusi,Kori,3.402532683438172e+38,3.145470523389438e+36,9.954347542686212e+43
Ethiopia,Somali,Fafan,Kebribeyah,3.3349683339172276e+38,4.757044440350986e+37,1.0337301295593213e+44
Ethiopia,Afar,Kilbati,Berahile,3.3724451034779544e+38,3.200771176427897e+37,2.10603126311012e+44
Ethiopia,Somali,Shebelle,Mustahil,1.771461080059463e+38,1.6999691099690988e+38,6.055562556075268e+43
Ethiopia,Benishangul Gumuz,Metekel,Bulen,2.023771283615299e+38,1.6705945666429364e+38,9.803330237248033e+43
Ethiopia,Afar,Fanti,Teru,3.4009778055253018e+38,7.922784624955177e+36,1.3481237952655909e+44
Ethiopia,Benishangul Gumuz,Mao-Komo,Maokomo Special,1.2857398364356453e+38,1.6498541632799053e+38,5.614658719535726e+43
Ethiopia,Oromia,West Hararge,Hawi Gudina,3.083322373266915e+38,9.925345680101612e+37,8.473370713646007e+43
Ethiopia,Somali,Nogob,Garbo,3.12213643266957e+38,9.361320495217524e+37,8.280124368989987e+43
Ethiopia,Gambela,Agniwak,Abobo,2.7544395377813086e+38,1.3363885395380996e+38,1.43286771087245e+44
Ethiopia,Oromia,East Borena,Dhas,3.03623829862307e+38,1.0550070739415975e+38,8.31874641533346e+43
Ethiopia,Somali,Shebelle,East Imi,2.399862450984709e+38,1.551440775750511e+38,6.709823423957167e+43
Ethiopia,Gambela,Agniwak,Gog,2.6863640399192696e+38,1.3873250662045638e+38,1.3247804262861878e+44
Ethiopia,Somali,Korahe,Bodaley,3.3283499955076627e+38,4.978692363070706e+37,1.3296192412553877e+44
Ethiopia,Oromia,East Hararge,Kumbi,3.3414215460592373e+38,4.52956619939349e+37,1.2755041396694624e+44
Ethiopia,Gambela,Agniwak,Gambela Zuria,2.3094627011642944e+38,1.5890487425483014e+38,1.4856080717779557e+44
Ethiopia,Amhara,Awi,Jawi,2.9976273165596373e+38,1.1021011964797803e+38,2.470296709539732e+44
Ethiopia,Gambela,Agniwak,Jore,1.9305568578875208e+38,1.6859105544702443e+38,1.1446927999746792e+44
Ethiopia,Somali,Liben,Dolo Odo,1.6058183891851821e+38,1.6987241678468785e+38,8.828115060016673e+43
Ethiopia,Somali,Erer,Fik,3.2398740551393667e+38,7.26591749055752e+37,9.897588447266906e+43
Ethiopia,Somali,Korahe,Marsin,3.1741428743472047e+38,8.519770370844417e+37,1.2210895896184953e+44
Ethiopia,Somali,Sitti,Shinile,3.110233802200193e+38,9.53950870707128e+37,7.837042725431958e+43
Ethiopia,South Ethiopia,South Omo (Pas),Bena Tsemay,2.6887446944066825e+38,1.3856318087955098e+38,1.5972649181804562e+44
Ethiopia,Somali,Jarar,Degehabur,3.1395373374013142e+38,9.09173598585576e+37,1.0094679982439942e+44
Ethiopia,Somali,Jarar,Degehamedo,3.322175991309184e+38,5.176148234522856e+37,1.1124306306898802e+44
Ethiopia,Oromia,Borena,Dilo,2.9918604634508874e+38,1.1088480330597544e+38,1.0630080226641003e+44
Ethiopia,Somali,Sitti,Hadhagala,3.2169650526828953e+38,7.732399508740339e+37,8.292306476999646e+43
Ethiopia,Somali,Afder,West Imi,2.97142389847279e+38,1.1321974147144276e+38,2.5290056228052776e+44
Ethiopia,Oromia,Borena,Elwaya,3.1273839027528717e+38,9.281192043510877e+37,1.1837742274861142e+44
Ethiopia,Somali,Afder,Dolobay,2.193653879142568e+38,1.6286496110570293e+38,1.6468746814968873e+44
Ethiopia,Somali,Liben,Deka Suftu,2.5823922035775396e+38,1.4555670017714771e+38,6.2768141378596395e+43
Ethiopia,Somali,Sitti,Erer (SM),3.181298558529184e+38,8.394860749535611e+37,1.209278389366672e+44
Ethiopia,Tigray,Northwest Tigray,Tahtay Adiyabo,3.3876974931262414e+38,2.2636744839037497e+37,1.8603235890728373e+44
Ethiopia,Oromia,East Borena,Arero,2.710817116093584e+38,1.3696359584999967e+38,1.1859418260342016e+44
Ethiopia,South West Ethiopia,West Omo,Maji,2.3673787477923956e+38,1.5656595483407922e+38,1.5469541732299497e+44
Ethiopia,Somali,Fafan,Harshin,2.701752243560176e+38,1.3762705944556195e+38,1.2997832851021215e+44
Ethiopia,South Ethiopia,South Omo (Pas),Salamago,1.983233128942021e+38,1.6779089923900728e+38,1.4712753793375408e+44
Ethiopia,Somali,Liben,Goro Baqaqsa,3.3749788292580565e+38,3.065535203072733e+37,1.1329938928972465e+44
Ethiopia,South West Ethiopia,West Omo,Surma,2.1623543947619602e+38,1.6377831811906584e+38,1.4470302621395457e+44
Ethiopia,Somali,Liben,Bokolmayo,2.7648203035225808e+38,1.328143101625137e+38,3.0703744193663787e+44
Ethiopia,Benishangul Gumuz,Metekel,Dangura,1.9984078300517818e+38,1.6752895881894678e+38,1.5451949134978285e+44
Ethiopia,Oromia,East Bale,Lege Hida,3.385197290505081e+38,2.442705115883724e+37,3.900918556924368e+44
Ethiopia,Oromia,East Hararge,Babile (OR),3.2296663195534857e+38,7.478233782870462e+37,2.7019711396016418e+44
Ethiopia,Oromia,Bale,Mena (Bale),3.230997697075766e+38,7.450964131824422e+37,1.819261718303966e+44
Ethiopia,Oromia,East Borena,Wachile,3.0339326704493385e+38,1.057917689434362e+38,1.81615153765569e+44
Ethiopia,Amhara,West Gondar,Metema,2.9487606473993354e+38,1.15711821871103e+38,3.3160582736393965e+44
Ethiopia,Oromia,Bale,Gura Damole,3.2762161773626837e+38,6.44044135496855e+37,1.3572773903901673e+44
Ethiopia,Tigray,West Tigray,Kafta Humera,3.1183472340384157e+38,9.418575647562328e+37,2.5837876777906143e+44
Ethiopia,Oromia,East Bale,Rayitu,3.176572664272476e+38,8.477630053625144e+37,1.7821811509907655e+44
Ethiopia,Somali,Sitti,Ayisha,3.279535432478676e+38,6.358674984596777e+37,3.1785093434811704e+44
Ethiopia,Somali,Dollo,Galhamur,2.389359596068419e+38,1.5561264806596707e+38,1.7151659456437736e+44
Ethiopia,Somali,Shebelle,Kelafo,1.6718034028151795e+38,1.7011540884405077e+38,1.4685020782124368e+44
Ethiopia,South Ethiopia,South Omo (Pas),Hamer,2.651613318148174e+38,1.4113535467038719e+38,1.3166851092596572e+44
Ethiopia,Afar,Awusi,Dubti,3.334458680602339e+38,4.77451100534365e+37,2.3788628429979595e+44
Ethiopia,Somali,Sitti,Gablalu,3.392933674949032e+38,1.8318134840178917e+37,9.736294614960243e+43
Ethiopia,Somali,Afder,Barey,2.547537400541282e+38,1.476100687927291e+38,1.630064733572944e+44
Ethiopia,Benishangul Gumuz,Metekel,Guba,2.329050011429705e+38,1.5814145811700404e+38,3.4097618234332482e+44
Ethiopia,Somali,Afder,Elkare /Serer,3.264794254909954e+38,6.712949997090875e+37,2.8792514365533826e+44
Ethiopia,Somali,Jarar,Daror,2.934938953276164e+38,1.1718414923352994e+38,2.1178901028904725e+44
Ethiopia,Afar,Kilbati,Bidu,3.4009915587087584e+38,7.893226554593037e+36,4.422210695033796e+44
Ethiopia,Benishangul Gumuz,Metekel,Wenbera,1.5481046292734692e+38,1.69449072518368e+38,1.6612958473474281e+44
Ethiopia,Oromia,East Borena,Meda Welabu,3.3080777998382503e+38,5.598446535737706e+37,3.1129607550481906e+44
Ethiopia,Somali,Daawa,Mubarek,2.8456314650924237e+38,1.25919144333846e+38,1.81131272268649e+44
Ethiopia,Somali,Dollo,Danod,3.2187156698235004e+38,7.697990969922637e+37,5.930995397441302e+44
Ethiopia,Oromia,Borena,Teltale,3.014221474775403e+38,1.0822811410400755e+38,2.443792117560057e+44
Ethiopia,Gambela,Agniwak,Dima (GM),2.201952706713403e+38,1.6261182674309054e+38,4.205760497160494e+44
Ethiopia,Somali,Dollo,Bokh,2.753209276472964e+38,1.3373570255526692e+38,3.9272768274949884e+44
Ethiopia,Somali,Afder,Hargele,2.6711061314114292e+38,1.3980324244840342e+38,2.971399896023096e+44
Ethiopia,Amhara,West Gondar,Quara,2.1511221467525854e+38,1.6409029312489338e+38,2.3534029178224648e+44
Ethiopia,Somali,Afder,Charati,2.816479413021669e+38,1.285078190323964e+38,3.152195309615613e+44
Ethiopia,Somali,Shebelle,Adadle,2.4031481398475695e+38,1.5499573869692776e+38,3.4426875432939923e+44
Ethiopia,Oromia,East Bale,Seweyna,3.354212487721961e+38,4.0379642355142135e+37,5.191868112307753e+44
Ethiopia,Somali,Dollo,Warder,2.8702549950712682e+38,1.2363685999759686e+38,5.840613003350642e+44
Ethiopia,Somali,Dollo,Galadi,2.3459592539193615e+38,1.5745984819536186e+38,3.600758901777988e+44
Ethiopia,Somali,Jarar,Gashamo,2.7174375125616025e+38,1.3647320255285645e+38,3.3614077019759133e+44
Ethiopia,Afar,Awusi,Elidar,3.3827944700777427e+38,2.6029594301558574e+37,3.0172767619969026e+44
Ethiopia,Somali,Liben,Filtu,2.8061933122325473e+38,1.2939318175466962e+38,2.83284373011882e+44
Ethiopia,Somali,Korahe,Shilabo,2.5100456321455015e+38,1.4969679700347292e+38,3.6385370479017975e+44
Ethiopia,Afar,Kilbati,Afdera,3.3361929237509066e+38,4.7147889119504415e+37,3.2944571502747827e+44
