id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3, area_google_mean, area_google_sd, area_google_sum
223792,ET2023A3180602,222775,Ethiopia,South Ethiopia,Wolayita,Damot Gale,65.0519913292423,43.06450536998423,2533579.9063
223793,ET2023A3180603,222775,Ethiopia,South Ethiopia,Wolayita,Damot Woide,67.17582844650398,46.82195992664332,1797557.9934
223794,ET2023A3180604,222775,Ethiopia,South Ethiopia,Wolayita,Humbo,68.65642116243569,40.3649250591131,1214326.1211
223795,ET2023A3180605,222775,Ethiopia,South Ethiopia,Wolayita,Sodo Zuria,65.32262164165277,46.87328834734786,3878008.079
223796,ET2023A3180606,222775,Ethiopia,South Ethiopia,Wolayita,Kindo Koyesha,61.578513484958194,38.650025397418965,1870878.3967
223797,ET2023A3180607,222775,Ethiopia,South Ethiopia,Wolayita,Ofa,60.2813630593258,40.96770614835468,1496725.9634000002
223798,ET2023A3180608,222775,Ethiopia,South Ethiopia,Wolayita,Boloso Bombe,74.79550504948494,47.11568558906347,1851562.7274999998
223799,ET2023A3180609,222775,Ethiopia,South Ethiopia,Wolayita,Damot Sore,67.50531849714953,44.03964101041359,1965619.864
223800,ET2023A3180610,222775,Ethiopia,South Ethiopia,Wolayita,Kindo Daddaye,59.48194679312389,80.34501719159303,1505190.6636
223801,ET2023A3180611,222775,Ethiopia,South Ethiopia,Wolayita,Damot Pullasa,66.21638150083413,45.81144715529551,2103628.2238999996
223802,ET2023A3180612,222775,Ethiopia,South Ethiopia,Wolayita,Duguna Fango,72.9240708068993,62.40844697601617,2206974.0789
223803,ET2023A3180613,222775,Ethiopia,South Ethiopia,Wolayita,Sodo town,79.2139275974662,99.0548456630263,3639008.6199
223804,ET2023A3180614,222775,Ethiopia,South Ethiopia,Wolayita,Areka town,65.1967064376251,61.84057551859533,1172758.3554000002
223805,ET2023A3180615,222775,Ethiopia,South Ethiopia,Wolayita,Boditi town,66.38028057941631,61.017762910523736,1244165.5988999999
223806,ET2023A3180616,222775,Ethiopia,South Ethiopia,Wolayita,Tebela town,68.47374130087789,60.52635018370252,343190.39139999996
223807,ET2023A3180617,222775,Ethiopia,South Ethiopia,Wolayita,Gesuba town,67.0081316867669,64.3377073368864,405600.2211
223808,ET2023A3180618,222775,Ethiopia,South Ethiopia,Wolayita,Gununo Hamus town,70.92362578939182,59.61220165671815,455967.9902
223809,ET2023A3180619,222775,Ethiopia,South Ethiopia,Wolayita,Hobicha Abaya,56.72366107571743,40.46619496172234,1006107.5765000001
223810,ET2023A3180620,222775,Ethiopia,South Ethiopia,Wolayita,Kawo Koisha,57.554740091400085,39.421496480030285,1385342.594
223811,ET2023A3180621,222775,Ethiopia,South Ethiopia,Wolayita,Abela Abaya,58.08743483327357,45.7184849558091,648023.423
223812,ET2023A3180622,222775,Ethiopia,South Ethiopia,Wolayita,Bayera Koisha,59.705740783138005,41.72268887858956,657181.0888
223813,ET2023A3180623,222775,Ethiopia,South Ethiopia,Wolayita,Bale Awassa town,66.27918566823705,53.81945871635943,267303.9558
223814,ET2023A3181003,222776,Ethiopia,South Ethiopia,Gamo,Selamber town,63.060411076361746,55.737236456926716,241962.7973
223815,ET2023A3181004,222776,Ethiopia,South Ethiopia,Gamo,Boreda,56.4863748158134,38.80770228592434,1801745.8975
223816,ET2023A3181005,222776,Ethiopia,South Ethiopia,Gamo,Mirab Abaya,56.020977009328476,44.70477634804118,1813623.1097000001
223817,ET2023A3181006,222776,Ethiopia,South Ethiopia,Gamo,Chencha Zuriya,46.464723650726846,39.18232867750577,1435155.9194
223818,ET2023A3181007,222776,Ethiopia,South Ethiopia,Gamo,Ezo/Kogota,48.73567301813574,33.513526758507574,615385.3432
223819,ET2023A3181008,222776,Ethiopia,South Ethiopia,Gamo,Dita,43.29282877736664,32.515497500961494,1684783.7247000001
223820,ET2023A3181009,222776,Ethiopia,South Ethiopia,Gamo,Daramalo,40.90060034926654,34.35971623255769,1229594.7483
223821,ET2023A3181010,222776,Ethiopia,South Ethiopia,Gamo,Chencha town,60.34389219839834,51.437584232603875,467182.41339999996
223822,ET2023A3181011,222776,Ethiopia,South Ethiopia,Gamo,Kemba,42.90873751164234,35.91286635701613,1658508.5222999998
223823,ET2023A3181012,222776,Ethiopia,South Ethiopia,Gamo,Kemba town,72.0748777607948,60.51196384088103,188619.95510000002
223824,ET2023A3181013,222776,Ethiopia,South Ethiopia,Gamo,Gerese,39.396150761667194,31.549218722538097,1626706.4611
223825,ET2023A3181014,222776,Ethiopia,South Ethiopia,Gamo,Bonke,33.96214762060566,29.011073662971175,934196.7945999999
223826,ET2023A3181015,222776,Ethiopia,South Ethiopia,Gamo,Arba Minch Zuria,45.71662754330173,51.03231611116319,2961431.6989999996
223827,ET2023A3181016,222776,Ethiopia,South Ethiopia,Gamo,Gacho Baba,34.76311166303071,24.009293063470302,1035766.912
223828,ET2023A3181017,222776,Ethiopia,South Ethiopia,Gamo,Kucha Alpha,53.12245184958936,34.90186073878814,782653.0831
223829,ET2023A3181018,222776,Ethiopia,South Ethiopia,Gamo,Garda Marta,34.88609286241239,35.134655984845296,378304.79099999997
223830,ET2023A3181019,222776,Ethiopia,South Ethiopia,Gamo,Kucha,49.416688102383816,33.721964357615555,2305189.6666
223831,ET2023A3181021,222776,Ethiopia,South Ethiopia,Gamo,Arba Minch town,72.62730544174137,140.2639872107099,2949540.1286000004
223832,ET2023A3181022,222776,Ethiopia,South Ethiopia,Gamo,Birbir town,76.48651628392486,67.63025297616869,403007.45430000004
223833,ET2023A3181023,222776,Ethiopia,South Ethiopia,Gamo,Gerese town,66.2765834174312,66.43448612211927,288965.9037
223834,ET2023A3181205,222777,Ethiopia,South Ethiopia,Alle,Alle,28.132584572854157,28.886240012441096,417234.3618
223835,ET2023A3181301,222778,Ethiopia,South Ethiopia,Konso,Karat town,52.930503973396995,49.580261374513526,310384.4753
223836,ET2023A3181302,222778,Ethiopia,South Ethiopia,Konso,Segen Zuria,31.641527281364304,42.02725858451207,666085.7908
223837,ET2023A3181303,222778,Ethiopia,South Ethiopia,Konso,Karat Zuria,26.23482983485406,28.792580828469102,1618767.7053
223838,ET2023A3181304,222778,Ethiopia,South Ethiopia,Konso,Kena,33.735320284610204,30.762482539469286,549986.9266000001
223839,ET2023A3181305,222778,Ethiopia,South Ethiopia,Konso,Kolme,32.89130393231265,35.56813523873474,408181.08180000004
223840,ET2023A3181501,222779,Ethiopia,South Ethiopia,Gofa,Melekoza,46.360071310892174,32.84557729143375,1693997.0057
223841,ET2023A3181502,222779,Ethiopia,South Ethiopia,Gofa,Denba Gofa,47.354242476142,34.88983584936973,1860784.9581
223842,ET2023A3181503,222779,Ethiopia,South Ethiopia,Gofa,Zala,43.5790498054218,34.98828300082326,1321403.9482
223843,ET2023A3181504,222779,Ethiopia,South Ethiopia,Gofa,Uba Debre Tsehay,32.13039826857981,28.43812129800059,1072609.0853999997
223844,ET2023A3181505,222779,Ethiopia,South Ethiopia,Gofa,Gezei Gofa,57.788473100598694,32.85718616412672,1370627.005
223845,ET2023A3181506,222779,Ethiopia,South Ethiopia,Gofa,O'yida,56.3706158262606,37.677588345356405,564551.7174999999
223846,ET2023A3181507,222779,Ethiopia,South Ethiopia,Gofa,Sawla town,70.13645145038168,65.72222309787337,597211.8841
223847,ET2023A3181508,222779,Ethiopia,South Ethiopia,Gofa,Bulike town,59.0672069157836,43.0452350060367,211815.004
223848,ET2023A3181509,222779,Ethiopia,South Ethiopia,Gofa,Melo Gada,44.32744281536114,33.374919663535955,348591.01029999997
223849,ET2023A3181510,222779,Ethiopia,South Ethiopia,Gofa,Beto town,51.779745590994374,48.3803123472999,165591.6264
223850,ET2023A3181511,222779,Ethiopia,South Ethiopia,Gofa,Laha town,55.428841845637585,50.54568320896743,165177.9487
223851,ET2023A3181601,222780,Ethiopia,South Ethiopia,Basketo,Basketo SP Woreda,46.84384218440012,38.814878850150286,897246.9531999999
223852,ET2023A3181602,222780,Ethiopia,South Ethiopia,Basketo,Laska town,71.42979949093223,73.21931954773636,224503.8598
223853,ET2023A3182101,222781,Ethiopia,South Ethiopia,Amaro,Kele town,64.56998261009322,58.83160726693512,200877.2159
223854,ET2023A3182102,222781,Ethiopia,South Ethiopia,Amaro,Amaro,43.36409741338901,37.804423695872714,2035250.548
223855,ET2023A3182203,222782,Ethiopia,South Ethiopia,Burji,Burji,42.3983554854981,36.945437455932336,1075900.6687999999
223856,ET2023A3182301,222783,Ethiopia,South Ethiopia,Derashe,Derashe,31.421297980920023,26.401075940596115,1442614.6329
223857,ET2023A3182302,222783,Ethiopia,South Ethiopia,Derashe,Gidole town,53.30968086857792,55.28275175651565,375620.0114
223858,ET2023A3182402,222784,Ethiopia,South Ethiopia,South Omo (Agr),South Ari,43.54883244224699,46.65818430197942,1559004.6526
223859,ET2023A3182403,222784,Ethiopia,South Ethiopia,South Omo (Agr),North Ari,48.620521034042966,31.90452190093631,991177.9417999999
223860,ET2023A3182409,222784,Ethiopia,South Ethiopia,South Omo (Agr),Jinka town,68.19960461594934,81.05218527678616,743171.0915
223861,ET2023A3182410,222784,Ethiopia,South Ethiopia,South Omo (Agr),Boko Dawula,38.3589757655755,46.57355784981633,508563.3007
223862,ET2023A3182411,222784,Ethiopia,South Ethiopia,South Omo (Agr),Wub Ari,39.90947889319105,31.93860125770201,422601.472
223863,ET2023A3182412,222784,Ethiopia,South Ethiopia,South Omo (Agr),Gelila town,78.88956404269513,60.4901087145289,118255.4565
223864,ET2023A3182501,222785,Ethiopia,South Ethiopia,South Omo (Pas),Salamago,43.17893297496923,140.61820208632946,526135.2983
223865,ET2023A3182504,222785,Ethiopia,South Ethiopia,South Omo (Pas),Hamer,25.085742350829968,38.752911783701165,335496.7182
223866,ET2023A3182505,222785,Ethiopia,South Ethiopia,South Omo (Pas),Bena Tsemay,26.956300922586593,31.37482499759447,642799.9517999999
223867,ET2023A3182506,222785,Ethiopia,South Ethiopia,South Omo (Pas),Dasenech /Kuraz,21.78943401360544,38.49370378619904,243431.5568
223868,ET2023A3182507,222785,Ethiopia,South Ethiopia,South Omo (Pas),Malie,24.921375637781992,24.25720553236963,1418425.0158
223869,ET2023A3182508,222785,Ethiopia,South Ethiopia,South Omo (Pas),Nyngatom,25.96003918254456,50.03421621024372,84473.9675
223870,ET2023A3182509,222785,Ethiopia,South Ethiopia,South Omo (Pas),Turmi town,60.70278415730337,52.73427060034011,54025.4779
223871,ET2023A3190102,222786,Ethiopia,Central Ethiopia,Gurage,Abeshege,54.64109338739663,46.79110483041775,1704692.8315
223872,ET2023A3190103,222786,Ethiopia,Central Ethiopia,Gurage,Ezha,80.28471416034762,264.70551512645596,3769206.7604
223873,ET2023A3190104,222786,Ethiopia,Central Ethiopia,Gurage,Gedebano Gutazer Welene,60.921402068569236,34.101483359937475,2544565.1215999997
223874,ET2023A3190108,222786,Ethiopia,Central Ethiopia,Gurage,Endiguagn,77.67929393032236,42.3264259290984,1790430.0458
223875,ET2023A3190109,222786,Ethiopia,Central Ethiopia,Gurage,Gumer,75.22733254803293,48.099820204837265,3288938.979
223876,ET2023A3190110,222786,Ethiopia,Central Ethiopia,Gurage,Cheha,79.07160852606634,131.84604255256744,5005232.8197
223877,ET2023A3190111,222786,Ethiopia,Central Ethiopia,Gurage,Enemor Ener,89.73209127540997,54.303856148082005,4476016.177
223878,ET2023A3190112,222786,Ethiopia,Central Ethiopia,Gurage,Muhur Na Aklil,79.00857362975526,51.732995484758646,3260683.8337
223879,ET2023A3190113,222786,Ethiopia,Central Ethiopia,Gurage,Geta,81.83251602732527,50.24040700570049,2491636.448
223880,ET2023A3190114,222786,Ethiopia,Central Ethiopia,Gurage,Welkite town,70.01972286656255,68.95531206663829,2017618.3143999998
223881,ET2023A3190116,222786,Ethiopia,Central Ethiopia,Gurage,Emdebir town,74.11631963803778,63.12148750896212,466858.6974
223882,ET2023A3190120,222786,Ethiopia,Central Ethiopia,Gurage,Enor Ener,85.03103072890819,48.55198305165168,2741400.4307
223883,ET2023A3190201,222787,Ethiopia,Central Ethiopia,Hadiya,Misha,70.02750604799634,43.67460006337724,2456985.0771999997
223884,ET2023A3190202,222787,Ethiopia,Central Ethiopia,Hadiya,Gombora,64.38317750980632,38.73143466880128,2100951.8485
223885,ET2023A3190203,222787,Ethiopia,Central Ethiopia,Hadiya,Lemmo,71.69740313855414,55.72458403394847,5669902.337599999
223886,ET2023A3190204,222787,Ethiopia,Central Ethiopia,Hadiya,Shashogo,64.75849960699895,45.39296126999448,3279111.3860999993
223887,ET2023A3190205,222787,Ethiopia,Central Ethiopia,Hadiya,Misrak Badawacho,56.41728736125315,39.98728922583968,2261825.4676
223888,ET2023A3190206,222787,Ethiopia,Central Ethiopia,Hadiya,Soro,59.302957981331495,40.8340278729927,3265576.6842
223889,ET2023A3190207,222787,Ethiopia,Central Ethiopia,Hadiya,Duna,63.060057427999325,40.67697830250708,2960291.3359000003
223890,ET2023A3190208,222787,Ethiopia,Central Ethiopia,Hadiya,Analemmo,67.26765252917254,40.05235769005998,2530676.3558
223891,ET2023A3190209,222787,Ethiopia,Central Ethiopia,Hadiya,Mirab Badowach,68.32368633225616,45.646297184518566,1860590.6261999998
223892,ET2023A3190210,222787,Ethiopia,Central Ethiopia,Hadiya,Gibe,65.94971364275155,43.71735194058874,3613450.7602000004
223893,ET2023A3190211,222787,Ethiopia,Central Ethiopia,Hadiya,Hosaena town,66.18290126957258,64.70541702044919,5473656.8495000005
223894,ET2023A3190212,222787,Ethiopia,Central Ethiopia,Hadiya,Shone town,69.00603012610546,66.67589368889499,842701.6398999998
223895,ET2023A3190213,222787,Ethiopia,Central Ethiopia,Hadiya,Gimbichu town,74.76018405079638,69.43153002642605,347335.8151
223896,ET2023A3190214,222787,Ethiopia,Central Ethiopia,Hadiya,Jajura town,80.8189371726634,68.83023049550917,379606.5479
223897,ET2023A3190215,222787,Ethiopia,Central Ethiopia,Hadiya,Ameka,68.6390171948285,41.32156834834879,1682960.0625999998
223898,ET2023A3190216,222787,Ethiopia,Central Ethiopia,Hadiya,Siraro Badawacho,44.48916458734887,36.56930021916839,253899.6623
223899,ET2023A3190217,222787,Ethiopia,Central Ethiopia,Hadiya,Mirab Soro,58.72953704171934,34.15385577552867,882646.2122
223900,ET2023A3191401,222788,Ethiopia,Central Ethiopia,Alaba,Kulito town,70.75880410037321,70.53060129786451,1440932.2867
223901,ET2023A3191402,222788,Ethiopia,Central Ethiopia,Alaba,Wera,50.943717081062296,35.66846200404288,2346009.1152999997
223902,ET2023A3191403,222788,Ethiopia,Central Ethiopia,Alaba,Atote Ulo,47.87441026529924,34.31155425916002,994303.6268
223903,ET2023A3191404,222788,Ethiopia,Central Ethiopia,Alaba,Wera Djo,48.00329427576761,37.54482470924784,1682227.4446
223904,ET2023A3192001,222789,Ethiopia,Central Ethiopia,Silltie,Alicho Woriro,71.33217598644225,42.55728159645304,3051590.4886999996
223905,ET2023A3192002,222789,Ethiopia,Central Ethiopia,Silltie,Silti,61.117842461505376,40.05711646680308,3409581.0774000003
223906,ET2023A3192003,222789,Ethiopia,Central Ethiopia,Silltie,Lanfero,49.843843093025356,36.13007828775893,1657257.939
223907,ET2023A3192004,222789,Ethiopia,Central Ethiopia,Silltie,Mierab Azenet Berbere,77.8682934824303,46.00002404837091,2273598.4331
223908,ET2023A3192005,222789,Ethiopia,Central Ethiopia,Silltie,Dalocha,58.93953299047883,43.78602281140735,2544242.8205999997
223909,ET2023A3192006,222789,Ethiopia,Central Ethiopia,Silltie,Sankura,61.66081626195241,43.26461908797677,2772886.9073
223910,ET2023A3192007,222789,Ethiopia,Central Ethiopia,Silltie,Misrak Azenet Berbere,79.0328048358946,44.35561070226646,1856559.6184
223911,ET2023A3192008,222789,Ethiopia,Central Ethiopia,Silltie,Hulbareg,67.46611098738933,42.61944340886636,2011569.5652
223912,ET2023A3192009,222789,Ethiopia,Central Ethiopia,Silltie,Tora town,61.612195912564424,58.68481043341009,693383.6528
223913,ET2023A3192010,222789,Ethiopia,Central Ethiopia,Silltie,Worabe town,71.68398247674295,88.54015158563737,2026577.8686
223914,ET2023A3192011,222789,Ethiopia,Central Ethiopia,Silltie,Kibet town,65.32243537271057,53.14930409877289,1173386.9066
223915,ET2023A3192012,222789,Ethiopia,Central Ethiopia,Silltie,Mito,56.91991649011158,43.65213929159156,1413150.7667000003
223916,ET2023A3192013,222789,Ethiopia,Central Ethiopia,Silltie,Misirak Silti,56.840998234163116,42.1494504329622,1123405.4891
223917,ET2023A3192401,222790,Ethiopia,Central Ethiopia,Yem,Yem,57.189278945089555,41.55010481770711,2905787.2632000004
223918,ET2023A3192505,222791,Ethiopia,Central Ethiopia,East Gurage,Sodo,47.78987179637444,46.25303391383307,2446459.1170000006
223919,ET2023A3192506,222791,Ethiopia,Central Ethiopia,East Gurage,Meskan,60.63380521100752,45.133518446882434,4038757.1313
223920,ET2023A3192515,222791,Ethiopia,Central Ethiopia,East Gurage,Butajira town,68.76667169019316,87.6939779116208,1851198.8019
223921,ET2023A3192517,222791,Ethiopia,Central Ethiopia,East Gurage,Bui town,61.158912713368835,67.75202910281972,447866.7178
223922,ET2023A3192518,222791,Ethiopia,Central Ethiopia,East Gurage,Misrak Meskan,67.89549767652859,46.417154370477284,1721150.8660999998
223923,ET2023A3192519,222791,Ethiopia,Central Ethiopia,East Gurage,Debub Sodo,47.51936413418845,41.009884728159705,1541148.0176
223924,ET2023A3192601,222792,Ethiopia,Central Ethiopia,Kebena,Kebena,69.47067004253596,37.85910977305313,1028930.094
223925,ET2023A3192702,222793,Ethiopia,Central Ethiopia,Kembata,Angacha,73.89908034250374,47.7185224040917,2533038.7769000004
223926,ET2023A3192703,222793,Ethiopia,Central Ethiopia,Kembata,Kediada Gambela,72.4699241999921,52.37302434310226,1832112.1537000001
223927,ET2023A3192704,222793,Ethiopia,Central Ethiopia,Kembata,Kacha Bira,73.31974938295625,45.41525146321821,2637897.9433
223928,ET2023A3192705,222793,Ethiopia,Central Ethiopia,Kembata,Hadero Tunto,65.48814102894113,43.0799178424954,1882653.0782999997
223929,ET2023A3192706,222793,Ethiopia,Central Ethiopia,Kembata,Doyogena,76.91045497633836,52.827357775141486,3120410.9793
223930,ET2023A3192707,222793,Ethiopia,Central Ethiopia,Kembata,Damboya,73.89288301401301,47.22618566818575,2125085.4226
223931,ET2023A3192708,222793,Ethiopia,Central Ethiopia,Kembata,Durame town,74.54300590207032,64.76746534420694,1134171.8347999998
223932,ET2023A3192709,222793,Ethiopia,Central Ethiopia,Kembata,Adilo,65.49453796641791,40.658976234437795,702101.447
223933,ET2023A3192710,222793,Ethiopia,Central Ethiopia,Kembata,Shinshincho town,73.4696297327483,61.45662483526167,920941.8087
223934,ET2023A3192712,222793,Ethiopia,Central Ethiopia,Kembata,Hadero town,68.55167798615118,56.9394700864535,1188000.5795
223935,ET2023A3192807,222794,Ethiopia,Central Ethiopia,Mareko,Mareko,50.57416380896945,37.030628517889554,1824614.6819
223936,ET2023A3192901,222795,Ethiopia,Central Ethiopia,Tembaro,Tembaro,68.67541213364403,40.74141670029332,2092471.1323000002
