,id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,population_mean,population_sd,population_sum
707,223503,ET2023A3042304,222743,Ethiopia,Oromia,Shager City,Galan,11.385674,9.513661,36172.2890625
708,223504,ET2023A3042305,222743,Ethiopia,Oromia,Shager City,Galan Gudo,15.507765,26.441267,73336.21875
709,223505,ET2023A3042306,222743,Ethiopia,Oromia,Shager City,Gefersa Guje,9.8087225,8.329304,51593.87890625
710,223506,ET2023A3042307,222743,Ethiopia,Oromia,Shager City,Koye,6.43809,3.8154156,13964.216796875
711,223507,ET2023A3042308,222743,Ethiopia,Oromia,Shager City,Kura Jida,6.546319,5.3725395,36181.50390625
712,223508,ET2023A3042309,222743,Ethiopia,Oromia,Shager City,Mana Abichu,14.346538,12.25055,32523.6015625
713,223509,ET2023A3042310,222743,Ethiopia,Oromia,Shager City,Melka Nonno,11.907184,9.842169,29506.001953125
714,223510,ET2023A3042311,222743,Ethiopia,Oromia,Shager City,Sebeta,16.75744,29.67896,92283.2265625
715,223511,ET2023A3042313,222743,Ethiopia,Oromia,Shager City,Sululta (Shager City),15.172317,14.190073,64345.79296875
716,223512,ET2023A3050101,222744,Ethiopia,Somali,Sitti,Ayisha,15.418073,5.834665,49615.359375
717,223513,ET2023A3050102,222744,Ethiopia,Somali,Sitti,Dembel,29.602287,7.0000925,141676.546875
718,223514,ET2023A3050103,222744,Ethiopia,Somali,Sitti,Shinile,25.355953,8.40224,73735.109375
719,223515,ET2023A3050104,222744,Ethiopia,Somali,Sitti,Erer (SM),29.669067,17.929186,200384.875
720,223516,ET2023A3050105,222744,Ethiopia,Somali,Sitti,Afdem,55.383858,21.365364,64411.42578125
721,223517,ET2023A3050106,222744,Ethiopia,Somali,Sitti,Hadhagala,19.015575,5.615896,63531.03515625
722,223518,ET2023A3050107,222744,Ethiopia,Somali,Sitti,Miesso,65.315605,29.687471,54407.8984375
723,223519,ET2023A3050198,222744,Ethiopia,Somali,Sitti,Gota-Biki,65.581856,41.67336,77452.171875
724,223520,ET2023A3050199,222744,Ethiopia,Somali,Sitti,Gablalu,24.982662,6.8283925,73024.3203125
725,223521,ET2023A3050202,222745,Ethiopia,Somali,Fafan,Gursum (SM),12.599903,10.004242,25426.603515625
726,223522,ET2023A3050203,222745,Ethiopia,Somali,Fafan,Babile (SM),17.234905,5.3069897,8324.458984375
727,223523,ET2023A3050204,222745,Ethiopia,Somali,Fafan,Shabeeley,25.318933,26.247135,183739.5
728,223524,ET2023A3050205,222745,Ethiopia,Somali,Fafan,Aw-Bare,26.03395,14.5051365,278094.65625
729,223525,ET2023A3050206,222745,Ethiopia,Somali,Fafan,Kebribeyah,9.743543,3.9915185,171525.328125
730,223526,ET2023A3050207,222745,Ethiopia,Somali,Fafan,Harshin,10.150518,4.654737,225067.4375
731,223527,ET2023A3050283,222745,Ethiopia,Somali,Fafan,Tuliguled,11.934418,4.0153236,39097.15234375
732,223528,ET2023A3050290,222745,Ethiopia,Somali,Fafan,Goljano,11.4268465,1.3130623,16054.71875
733,223529,ET2023A3050293,222745,Ethiopia,Somali,Fafan,Jigjiga town,39.755013,27.97838,264609.375
734,223530,ET2023A3050295,222745,Ethiopia,Somali,Fafan,Wajale town,39.141434,34.05036,29630.06640625
735,223531,ET2023A3050296,222745,Ethiopia,Somali,Fafan,Kebribayah town,20.160288,10.905379,16208.87109375
736,223532,ET2023A3050297,222745,Ethiopia,Somali,Fafan,Koran /Mulla,9.97494,2.163026,30393.64453125
737,223533,ET2023A3050298,222745,Ethiopia,Somali,Fafan,Haroreys,12.628028,4.503811,41243.140625
738,223534,ET2023A3050299,222745,Ethiopia,Somali,Fafan,Harawo,29.005875,7.037545,158372.078125
739,223535,ET2023A3050301,222746,Ethiopia,Somali,Jarar,Degehamedo,12.131311,3.1977093,54687.953125
740,223536,ET2023A3050302,222746,Ethiopia,Somali,Jarar,Degehabur,7.221551,1.7045276,35277.27734375
741,223537,ET2023A3050303,222746,Ethiopia,Somali,Jarar,Aware,41.713024,29.429714,117505.5859375
742,223538,ET2023A3050304,222746,Ethiopia,Somali,Jarar,Gashamo,2.958379,0.9250128,84742.765625
743,223539,ET2023A3050305,222746,Ethiopia,Somali,Jarar,Gunagado,22.056614,23.82595,60611.57421875
744,223540,ET2023A3050306,222746,Ethiopia,Somali,Jarar,Bilcil-Bur,6.129276,1.1961256,7158.994140625
745,223541,ET2023A3050307,222746,Ethiopia,Somali,Jarar,Degahabur town,11.339374,6.4343424,18097.640625
746,223542,ET2023A3050382,222746,Ethiopia,Somali,Jarar,Yocale,10.077975,6.2407374,15661.173828125
747,223543,ET2023A3050392,222746,Ethiopia,Somali,Jarar,Daror,4.4773893,3.688227,83333.171875
748,223544,ET2023A3050394,222746,Ethiopia,Somali,Jarar,Burqod,9.824295,5.3416576,29256.75
749,223545,ET2023A3050395,222746,Ethiopia,Somali,Jarar,Ararso,6.692391,2.5156279,23102.1328125
750,223546,ET2023A3050399,222746,Ethiopia,Somali,Jarar,Dig,34.639725,30.618378,41151.9921875
751,223547,ET2023A3050402,222747,Ethiopia,Somali,Erer,Fik,28.590357,10.513124,142036.890625
752,223548,ET2023A3050404,222747,Ethiopia,Somali,Erer,Hamero,21.10522,6.2319813,72559.75
753,223549,ET2023A3050407,222747,Ethiopia,Somali,Erer,Lagahida,84.95835,33.26714,25147.671875
754,223550,ET2023A3050408,222747,Ethiopia,Somali,Erer,Meyumuluka,39.428825,21.009998,18965.265625
755,223551,ET2023A3050409,222747,Ethiopia,Somali,Erer,Salahad,13.749682,1.9507153,1141.2236328125
756,223552,ET2023A3050497,222747,Ethiopia,Somali,Erer,Qubi,96.3423,30.149755,26397.791015625
757,223553,ET2023A3050498,222747,Ethiopia,Somali,Erer,Yahob,22.69387,5.3148813,59435.24609375
758,223554,ET2023A3050499,222747,Ethiopia,Somali,Erer,Wangey,22.723822,3.185841,9975.7578125
759,223555,ET2023A3050501,222748,Ethiopia,Somali,Korahe,Shaygosh,21.26202,8.049396,36081.6484375
760,223556,ET2023A3050502,222748,Ethiopia,Somali,Korahe,Kebridehar,22.114344,6.774413,48297.7265625
761,223557,ET2023A3050503,222748,Ethiopia,Somali,Korahe,Shilabo,9.191561,6.0274158,121549.203125
762,223558,ET2023A3050504,222748,Ethiopia,Somali,Korahe,Debeweyin,31.462004,8.2247925,48608.796875
763,223559,ET2023A3050586,222748,Ethiopia,Somali,Korahe,Marsin,7.146603,5.265615,20324.939453125
764,223560,ET2023A3050592,222748,Ethiopia,Somali,Korahe,Kebridehar town,39.915115,23.751804,49175.421875
765,223561,ET2023A3050595,222748,Ethiopia,Somali,Korahe,Goglo,16.954155,2.9698484,17598.412109375
766,223562,ET2023A3050596,222748,Ethiopia,Somali,Korahe,Lasdhankayre,20.429062,5.7122073,14872.357421875
767,223563,ET2023A3050597,222748,Ethiopia,Somali,Korahe,Higloley,16.579197,9.547199,31599.94921875
768,223564,ET2023A3050598,222748,Ethiopia,Somali,Korahe,El-Ogaden,23.503942,8.793927,18897.169921875
769,223565,ET2023A3050599,222748,Ethiopia,Somali,Korahe,Bodaley,19.130196,5.8670464,20067.57421875
770,223566,ET2023A3050601,222749,Ethiopia,Somali,Shebelle,East Imi,12.968253,4.3007474,57293.7421875
771,223567,ET2023A3050602,222749,Ethiopia,Somali,Shebelle,Adadle,21.024364,21.921162,128248.625
772,223568,ET2023A3050603,222749,Ethiopia,Somali,Shebelle,Danan,7.483536,4.0720487,19053.08203125
773,223569,ET2023A3050604,222749,Ethiopia,Somali,Shebelle,Gode,22.837585,9.799715,44350.58984375
774,223570,ET2023A3050605,222749,Ethiopia,Somali,Shebelle,Kelafo,16.952875,12.339333,136538.453125
775,223571,ET2023A3050606,222749,Ethiopia,Somali,Shebelle,Mustahil,10.747665,4.577738,51932.71875
776,223572,ET2023A3050607,222749,Ethiopia,Somali,Shebelle,Ferfer,16.312622,9.50523,41026.2421875
777,223573,ET2023A3050608,222749,Ethiopia,Somali,Shebelle,Berocano,18.215624,8.150002,43826.7890625
778,223574,ET2023A3050696,222749,Ethiopia,Somali,Shebelle,Godey town,44.48977,22.98687,81104.8515625
779,223575,ET2023A3050698,222749,Ethiopia,Somali,Shebelle,Elale,24.31397,9.116351,30951.68359375
780,223576,ET2023A3050699,222749,Ethiopia,Somali,Shebelle,Aba-Korow,12.817799,3.2898717,27468.54296875
781,223577,ET2023A3050701,222750,Ethiopia,Somali,Dollo,Danod,3.0423405,1.2667286,25890.318359375
782,223578,ET2023A3050702,222750,Ethiopia,Somali,Dollo,Bokh,5.845797,5.8830295,93485.984375
783,223579,ET2023A3050703,222750,Ethiopia,Somali,Dollo,Galadi,6.7980227,7.1618447,119087.765625
784,223580,ET2023A3050704,222750,Ethiopia,Somali,Dollo,Warder,9.145017,15.992019,103174.078125
785,223581,ET2023A3050788,222750,Ethiopia,Somali,Dollo,Daratole,3.349653,0.88554204,2472.0439453125
786,223582,ET2023A3050798,222750,Ethiopia,Somali,Dollo,Lehel-Yucub,4.8674736,2.9951658,10216.8271484375
787,223583,ET2023A3050799,222750,Ethiopia,Somali,Dollo,Galhamur,7.2341805,2.0257926,45864.703125
788,223584,ET2023A3050802,222751,Ethiopia,Somali,Afder,Charati,14.40416,9.6009655,152439.21875
789,223585,ET2023A3050804,222751,Ethiopia,Somali,Afder,Elkare /Serer,8.369366,4.021784,73307.2734375
790,223586,ET2023A3050805,222751,Ethiopia,Somali,Afder,West Imi,12.496057,5.4222126,74813.890625
791,223587,ET2023A3050806,222751,Ethiopia,Somali,Afder,Hargele,31.03673,20.355604,155028.46875
792,223588,ET2023A3050807,222751,Ethiopia,Somali,Afder,Barey,10.482475,5.803712,55190.23046875
793,223589,ET2023A3050808,222751,Ethiopia,Somali,Afder,Dolobay,8.389964,2.3045228,83673.109375
794,223590,ET2023A3050809,222751,Ethiopia,Somali,Afder,Raso,11.832558,4.0253515,9347.720703125
795,223591,ET2023A3050898,222751,Ethiopia,Somali,Afder,Kohle /Qoxle,8.774371,4.252022,14670.748046875
796,223592,ET2023A3050899,222751,Ethiopia,Somali,Afder,God-God,6.551558,1.1173065,7894.62744140625
797,223593,ET2023A3050901,222752,Ethiopia,Somali,Liben,Filtu,21.85122,7.4124246,189646.734375
798,223594,ET2023A3050902,222752,Ethiopia,Somali,Liben,Dolo Odo,10.23756,5.1956515,109562.3671875
799,223595,ET2023A3050903,222752,Ethiopia,Somali,Liben,Goro Baqaqsa,25.796967,20.518847,61499.96875
800,223596,ET2023A3050904,222752,Ethiopia,Somali,Liben,Guradamole,35.76477,26.964453,33261.23828125
801,223597,ET2023A3050991,222752,Ethiopia,Somali,Liben,Deka Suftu,22.449858,11.566602,59492.125
802,223598,ET2023A3050999,222752,Ethiopia,Somali,Liben,Bokolmayo,10.570693,3.6234846,57737.125
803,223599,ET2023A3051001,222753,Ethiopia,Somali,Nogob,Ayun,18.599419,7.5128593,24030.44921875
804,223600,ET2023A3051002,222753,Ethiopia,Somali,Nogob,Elwayne,7.441147,2.7296355,9390.7275390625
805,223601,ET2023A3051003,222753,Ethiopia,Somali,Nogob,Garbo,7.545652,5.497482,32665.126953125
806,223602,ET2023A3051005,222753,Ethiopia,Somali,Nogob,Sagag,25.471075,15.348128,89250.6484375
807,223603,ET2023A3051006,222753,Ethiopia,Somali,Nogob,Dihun,15.52479,5.1270046,31639.521484375
808,223604,ET2023A3051095,222753,Ethiopia,Somali,Nogob,Horshagah,10.547735,5.7145987,13965.201171875
809,223605,ET2023A3051096,222753,Ethiopia,Somali,Nogob,Hararey,5.9782166,1.9148041,5822.783203125
810,223606,ET2023A3051103,222754,Ethiopia,Somali,Daawa,Moyale (SM),73.71227,17.157488,56168.75390625
811,223607,ET2023A3051104,222754,Ethiopia,Somali,Daawa,Hudet,103.85828,20.130016,40193.15234375
812,223608,ET2023A3051187,222754,Ethiopia,Somali,Daawa,Mubarek,90.51289,24.62752,154415.0
813,223609,ET2023A3051198,222754,Ethiopia,Somali,Daawa,Qada Duma,92.72575,36.016556,106170.984375
814,223610,ET2023A3060201,222755,Ethiopia,Benishangul Gumuz,Metekel,Dangura,6.927743,5.654233,64608.1328125
815,223611,ET2023A3060202,222755,Ethiopia,Benishangul Gumuz,Metekel,Guba,4.8746214,3.6272671,20834.1328125
816,223612,ET2023A3060203,222755,Ethiopia,Benishangul Gumuz,Metekel,Wenbera,8.412344,4.7196403,89902.71875
817,223613,ET2023A3060204,222755,Ethiopia,Benishangul Gumuz,Metekel,Madira,10.905009,5.2606926,52234.9921875
818,223614,ET2023A3060205,222755,Ethiopia,Benishangul Gumuz,Metekel,Debati,8.259529,4.5516696,97982.7890625
819,223615,ET2023A3060206,222755,Ethiopia,Benishangul Gumuz,Metekel,Pawe,11.274867,8.600139,70546.84375
820,223616,ET2023A3060207,222755,Ethiopia,Benishangul Gumuz,Metekel,Bulen,6.25095,3.016283,65810.0
821,223617,ET2023A3060208,222755,Ethiopia,Benishangul Gumuz,Metekel,Gilgel Beles town,35.85598,22.866148,6633.35595703125
822,223618,ET2023A3060301,222756,Ethiopia,Benishangul Gumuz,Asosa,Menge,9.557833,4.9963336,35583.8125
823,223619,ET2023A3060302,222756,Ethiopia,Benishangul Gumuz,Asosa,Kurmuk,13.651221,6.9617286,23698.51953125
824,223620,ET2023A3060304,222756,Ethiopia,Benishangul Gumuz,Asosa,Sherkole,7.7203937,3.5111315,36216.3671875
825,223621,ET2023A3060305,222756,Ethiopia,Benishangul Gumuz,Asosa,Bambasi,7.995267,4.119639,66064.890625
826,223622,ET2023A3060306,222756,Ethiopia,Benishangul Gumuz,Asosa,Bilidigilu,8.624075,2.594312,81005.9375
827,223623,ET2023A3060307,222756,Ethiopia,Benishangul Gumuz,Asosa,Homosha,10.153957,5.733008,34807.765625
828,223624,ET2023A3060308,222756,Ethiopia,Benishangul Gumuz,Asosa,Undulu,8.437087,3.5450768,17819.126953125
829,223625,ET2023A3060309,222756,Ethiopia,Benishangul Gumuz,Asosa,Assosa town,52.615395,31.16298,53930.78125
830,223626,ET2023A3060310,222756,Ethiopia,Benishangul Gumuz,Asosa,Abrahmo,9.480479,3.7659905,30470.259765625
831,223627,ET2023A3060311,222756,Ethiopia,Benishangul Gumuz,Asosa,Bambasi town,25.73231,16.930254,10550.2470703125
832,223628,ET2023A3060312,222756,Ethiopia,Benishangul Gumuz,Asosa,Ura,11.661603,8.723119,65829.75
833,223629,ET2023A3060401,222757,Ethiopia,Benishangul Gumuz,Kemashi,Zayi,4.936671,2.9534082,19050.61328125
834,223630,ET2023A3060402,222757,Ethiopia,Benishangul Gumuz,Kemashi,Sedal,6.5333347,2.2386012,23859.73828125
835,223631,ET2023A3060403,222757,Ethiopia,Benishangul Gumuz,Kemashi,Kamashi,7.557739,2.8379233,18335.07421875
836,223632,ET2023A3060404,222757,Ethiopia,Benishangul Gumuz,Kemashi,Dembi,9.387262,4.2777047,32977.453125
837,223633,ET2023A3060405,222757,Ethiopia,Benishangul Gumuz,Kemashi,Mizyiga,7.345951,2.7251003,43363.1484375
838,223634,ET2023A3060406,222757,Ethiopia,Benishangul Gumuz,Kemashi,Kamashi town,19.22803,15.092204,7787.3515625
839,223635,ET2023A3060508,222758,Ethiopia,Benishangul Gumuz,Mao-Komo,Maokomo Special,14.6453285,8.3950205,73094.8359375
840,223636,ET2023A3120101,222759,Ethiopia,Gambela,Nuer,Akobo,111.10805,15.657816,46554.2734375
841,223637,ET2023A3120102,222759,Ethiopia,Gambela,Nuer,Lare,19.782526,7.44763,58892.58203125
842,223638,ET2023A3120103,222759,Ethiopia,Gambela,Nuer,Jikawo,30.445007,4.4650364,42166.3359375
843,223639,ET2023A3120104,222759,Ethiopia,Gambela,Nuer,Wantawo,22.64505,5.5052495,39696.7734375
844,223640,ET2023A3120105,222759,Ethiopia,Gambela,Nuer,Makuey,35.686905,9.980427,24623.96484375
845,223641,ET2023A3120200,222760,Ethiopia,Gambela,Agniwak,Gambela National Park,,,0.0
846,223642,ET2023A3120201,222760,Ethiopia,Gambela,Agniwak,Abobo,20.986498,7.9871025,29821.8125
847,223643,ET2023A3120202,222760,Ethiopia,Gambela,Agniwak,Gambela Zuria,5.900846,5.5056853,21278.451171875
848,223644,ET2023A3120203,222760,Ethiopia,Gambela,Agniwak,Gog,21.879154,10.764847,32009.203125
849,223645,ET2023A3120204,222760,Ethiopia,Gambela,Agniwak,Jore,31.07525,5.5214705,17650.7421875
850,223646,ET2023A3120205,222760,Ethiopia,Gambela,Agniwak,Dima (GM),8.760815,6.093396,15156.208984375
851,223647,ET2023A3120206,222760,Ethiopia,Gambela,Agniwak,Gambela town,56.469296,34.17183,72619.515625
852,223648,ET2023A3120301,222761,Ethiopia,Gambela,Majang,Godere,17.62184,14.739753,79474.4921875
853,223649,ET2023A3120308,222761,Ethiopia,Gambela,Majang,Mengesh,11.067772,4.6983004,32694.197265625
854,223650,ET2023A3120407,222762,Ethiopia,Gambela,Itang,Itang,13.789704,7.108258,68327.984375
855,223651,ET2023A3130101,222763,Ethiopia,Harari,Harari,Sofi,12.4951935,9.30776,39072.46875
856,223652,ET2023A3130102,222763,Ethiopia,Harari,Harari,Shenkor,12.750907,8.046659,25348.802734375
857,223653,ET2023A3130103,222763,Ethiopia,Harari,Harari,Jinela,12.872658,9.517466,16180.9306640625
858,223654,ET2023A3130104,222763,Ethiopia,Harari,Harari,Hakim,11.802721,7.8699,16063.5029296875
859,223655,ET2023A3130105,222763,Ethiopia,Harari,Harari,Erer (HR),8.770262,4.00538,30932.712890625
860,223656,ET2023A3130106,222763,Ethiopia,Harari,Harari,Dire Teyara,14.179867,8.411104,14605.2626953125
861,223657,ET2023A3130107,222763,Ethiopia,Harari,Harari,Amir Nur,11.405506,9.230389,5679.94189453125
862,223658,ET2023A3130108,222763,Ethiopia,Harari,Harari,Aboker,15.990735,8.801447,13720.05078125
863,223659,ET2023A3130109,222763,Ethiopia,Harari,Harari,Abadir,50.44642,25.09484,95192.390625
864,223660,ET2023A3140101,222764,Ethiopia,Addis Ababa,Region 14,Akaki - Kalit,31.947401,25.13408,230404.65625
865,223661,ET2023A3140102,222764,Ethiopia,Addis Ababa,Region 14,Nefas Silk,66.89017,37.33025,342879.0
866,223662,ET2023A3140103,222764,Ethiopia,Addis Ababa,Region 14,Kolfe - Keran,80.1386,55.659252,428180.5625
867,223663,ET2023A3140104,222764,Ethiopia,Addis Ababa,Region 14,Bole,53.488255,35.919945,244227.375
868,223664,ET2023A3140105,222764,Ethiopia,Addis Ababa,Region 14,Lideta,170.29042,95.56126,277573.375
869,223665,ET2023A3140106,222764,Ethiopia,Addis Ababa,Region 14,Kirkos,165.76582,57.84505,282464.96875
870,223666,ET2023A3140107,222764,Ethiopia,Addis Ababa,Region 14,Yeka,77.54705,47.035873,337329.65625
871,223667,ET2023A3140108,222764,Ethiopia,Addis Ababa,Region 14,Addis Ketema (AA),210.24146,150.7326,490913.8125
872,223668,ET2023A3140109,222764,Ethiopia,Addis Ababa,Region 14,Arada,244.76173,86.084496,272419.8125
873,223669,ET2023A3140110,222764,Ethiopia,Addis Ababa,Region 14,Gulele,159.54199,80.336494,397738.1875
874,223670,ET2023A3140111,222764,Ethiopia,Addis Ababa,Region 14,Lemi Kura,38.300518,29.252348,264311.875
875,223671,ET2023A3150103,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Sabian,63.900978,43.25936,81921.0546875
876,223672,ET2023A3150104,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Malka Jabti /M.Jebdu),43.319782,27.022385,44835.9765625
877,223673,ET2023A3150105,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Legehare,108.64075,27.894999,9777.6669921875
878,223674,ET2023A3150109,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Addis Ketema (DD),103.418526,45.567665,109933.890625
879,223675,ET2023A3150110,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Gende Kore,88.72878,28.258308,7630.67529296875
880,223676,ET2023A3150111,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Dechatu,94.465096,38.810993,12374.927734375
881,223677,ET2023A3150112,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Hafat Issa,119.6476,34.544453,5025.19921875
882,223678,ET2023A3150113,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Kazira,56.923145,37.027378,27152.33984375
883,223679,ET2023A3150114,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Police Maret,61.447575,37.21646,21629.546875
884,223680,ET2023A3150201,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Aseliso,25.255238,15.028882,26240.19140625
885,223681,ET2023A3150206,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Jeldessa,19.300955,3.5733285,14958.240234375
886,223682,ET2023A3150207,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Wahil,21.399326,10.767178,51679.375
887,223683,ET2023A3150208,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Biyoawale,16.43807,9.589167,58535.96875
888,223684,ET2023A3160001,222767,Ethiopia,Sidama,Sidama,Shebe Dino,16.538958,8.692631,222250.5
889,223685,ET2023A3160002,222767,Ethiopia,Sidama,Sidama,Hawassa Zuria,12.790772,6.8726616,177024.296875
890,223686,ET2023A3160003,222767,Ethiopia,Sidama,Sidama,Arbegona,11.870566,6.6509037,161404.09375
891,223687,ET2023A3160004,222767,Ethiopia,Sidama,Sidama,Dale,15.895053,7.418408,317980.53125
892,223688,ET2023A3160005,222767,Ethiopia,Sidama,Sidama,Aleta Wendo,14.788229,6.3612347,212092.78125
893,223689,ET2023A3160006,222767,Ethiopia,Sidama,Sidama,Dara,15.46403,10.756743,130995.796875
894,223690,ET2023A3160007,222767,Ethiopia,Sidama,Sidama,Hulla,10.330195,6.218099,107279.078125
895,223691,ET2023A3160008,222767,Ethiopia,Sidama,Sidama,Bensa,12.803582,5.0304465,246020.828125
896,223692,ET2023A3160009,222767,Ethiopia,Sidama,Sidama,Aroresa,8.759128,2.4803157,132008.8125
897,223693,ET2023A3160010,222767,Ethiopia,Sidama,Sidama,Boricha,14.873197,8.621001,132624.296875
898,223694,ET2023A3160011,222767,Ethiopia,Sidama,Sidama,Gorche,11.028365,3.2081711,139056.65625
899,223695,ET2023A3160012,222767,Ethiopia,Sidama,Sidama,Malga,14.031356,5.4035974,153082.09375
900,223696,ET2023A3160013,222767,Ethiopia,Sidama,Sidama,Wonosho,10.009419,5.042032,103347.2578125
901,223697,ET2023A3160014,222767,Ethiopia,Sidama,Sidama,Chire,10.314566,3.1364322,83960.5625
902,223698,ET2023A3160015,222767,Ethiopia,Sidama,Sidama,Bursa,9.781162,4.531939,98975.578125
903,223699,ET2023A3160016,222767,Ethiopia,Sidama,Sidama,Aleta Chuko,13.838749,6.9125085,230442.84375
904,223700,ET2023A3160017,222767,Ethiopia,Sidama,Sidama,Bona Zuria,11.874945,4.773048,140813.09375
905,223701,ET2023A3160018,222767,Ethiopia,Sidama,Sidama,Hawasa town,31.328169,32.608097,361746.375
906,223702,ET2023A3160019,222767,Ethiopia,Sidama,Sidama,Wondo-Genet,20.51296,15.544824,212965.5625
907,223703,ET2023A3160020,222767,Ethiopia,Sidama,Sidama,Yirgalem town,57.66579,35.46511,62336.71875
908,223704,ET2023A3160021,222767,Ethiopia,Sidama,Sidama,Aleta Wondo town,64.40009,39.089905,34776.05078125
909,223705,ET2023A3160022,222767,Ethiopia,Sidama,Sidama,Leku town,59.835785,27.400154,18309.75
910,223706,ET2023A3160023,222767,Ethiopia,Sidama,Sidama,Hawela,14.103755,6.416798,105989.71875
911,223707,ET2023A3160024,222767,Ethiopia,Sidama,Sidama,Bura,11.511696,2.298097,66284.34375
912,223708,ET2023A3160025,222767,Ethiopia,Sidama,Sidama,Dara Otilicho,12.872525,6.5872827,98513.4375
913,223709,ET2023A3160026,222767,Ethiopia,Sidama,Sidama,Teticha,10.2204,3.7784057,95366.546875
914,223710,ET2023A3160027,222767,Ethiopia,Sidama,Sidama,Chirone,9.190715,2.53963,42470.29296875
915,223711,ET2023A3160028,222767,Ethiopia,Sidama,Sidama,Shafamo,10.96884,4.297785,75783.7109375
916,223712,ET2023A3160029,222767,Ethiopia,Sidama,Sidama,Chabe Gambeltu,11.128683,3.5118685,60395.36328125
917,223713,ET2023A3160030,222767,Ethiopia,Sidama,Sidama,Daye town,57.94278,28.433218,13095.068359375
918,223714,ET2023A3160031,222767,Ethiopia,Sidama,Sidama,Hokko,8.98003,3.0066676,108119.5625
919,223715,ET2023A3160032,222767,Ethiopia,Sidama,Sidama,Bilate Zuria,12.6781,6.1780677,129227.8671875
920,223716,ET2023A3160033,222767,Ethiopia,Sidama,Sidama,Darara,12.220071,6.0921817,135581.6875
921,223717,ET2023A3160034,222767,Ethiopia,Sidama,Sidama,Daella,9.638922,2.06077,69111.0703125
922,223718,ET2023A3160035,222767,Ethiopia,Sidama,Sidama,Chuko town,64.93505,22.343298,14935.0625
923,223719,ET2023A3160036,222767,Ethiopia,Sidama,Sidama,Wondo-Genet town,68.211624,36.294693,5047.66015625
924,223720,ET2023A3160037,222767,Ethiopia,Sidama,Sidama,Loka Abaya,9.702002,4.6076174,130317.2890625
925,223721,ET2023A3170801,222768,Ethiopia,South West Ethiopia,Sheka,Anderacha,11.605207,9.061106,54753.3671875
926,223722,ET2023A3170802,222768,Ethiopia,South West Ethiopia,Sheka,Masha,10.639424,5.913071,34535.5703125
927,223723,ET2023A3170803,222768,Ethiopia,South West Ethiopia,Sheka,Yeki,19.569124,11.960342,144635.390625
928,223724,ET2023A3170804,222768,Ethiopia,South West Ethiopia,Sheka,Tepi,73.751434,43.182518,58263.6328125
929,223725,ET2023A3170805,222768,Ethiopia,South West Ethiopia,Sheka,Masha town,13.993016,3.884206,391.804443359375
930,223726,ET2023A3170901,222769,Ethiopia,South West Ethiopia,Keffa,Saylem,6.538582,3.6580558,59344.16796875
931,223727,ET2023A3170902,222769,Ethiopia,South West Ethiopia,Keffa,Gesha,9.37852,3.8910503,121264.2578125
932,223728,ET2023A3170903,222769,Ethiopia,South West Ethiopia,Keffa,Gewata,7.436419,3.5070791,103098.515625
933,223729,ET2023A3170904,222769,Ethiopia,South West Ethiopia,Keffa,Gimbo,9.621535,6.3465695,128187.71875
934,223730,ET2023A3170905,222769,Ethiopia,South West Ethiopia,Keffa,Adiyio,9.233431,3.9686933,150966.59375
935,223731,ET2023A3170906,222769,Ethiopia,South West Ethiopia,Keffa,Tullo,9.034778,3.8348968,84710.078125
936,223732,ET2023A3170907,222769,Ethiopia,South West Ethiopia,Keffa,Cheta,9.214464,2.587938,53149.03125
937,223733,ET2023A3170908,222769,Ethiopia,South West Ethiopia,Keffa,Decha,8.240861,3.5057068,151722.484375
938,223734,ET2023A3170909,222769,Ethiopia,South West Ethiopia,Keffa,Chena,10.208861,4.060059,107295.1328125
939,223735,ET2023A3170910,222769,Ethiopia,South West Ethiopia,Keffa,Bita,8.870213,4.0524774,103879.0625
940,223736,ET2023A3170911,222769,Ethiopia,South West Ethiopia,Keffa,Bonga town,28.569538,18.8844,30540.8359375
941,223737,ET2023A3170912,222769,Ethiopia,South West Ethiopia,Keffa,Goba (SP),7.7395763,2.0915864,32374.6484375
942,223738,ET2023A3170913,222769,Ethiopia,South West Ethiopia,Keffa,Shisho Ande,10.030248,4.4219685,86450.703125
943,223739,ET2023A3170914,222769,Ethiopia,South West Ethiopia,Keffa,Wacha town,28.172394,16.156244,10198.40625
944,223740,ET2023A3170915,222769,Ethiopia,South West Ethiopia,Keffa,Awurada town,7.118616,1.4871862,3680.324462890625
945,223741,ET2023A3170916,222769,Ethiopia,South West Ethiopia,Keffa,Deka town,44.537098,29.299435,5255.37744140625
